model,displ,cyl,trans,drive,fuel,cert_region,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
CHEVROLET Silverado 15 XFE,5.3,8.0,Auto-6,2WD,Ethanol/Gas,FA,pickup,6/6,11/15,16/22,13/18,4/4,no
CHEVROLET Silverado 25,6.0,8.0,Auto-6,2WD,Gasoline,FA,pickup,2,,,,,no
CHEVROLET Silverado 25,6.0,8.0,Auto-6,4WD,Gasoline,FA,pickup,2,,,,,no
CHEVROLET Silverado 25,6.0,8.0,Auto-6,2WD,Gasoline,CA,pickup,2,,,,,no
CHEVROLET Silverado 25,6.0,8.0,Auto-6,4WD,Gasoline,CA,pickup,2,,,,,no
CHEVROLET Silverado 35,6.0,8.0,Auto-6,2WD,Gasoline,FA,pickup,2,,,,,no
CHEVROLET Silverado 35,6.0,8.0,Auto-6,4WD,Gasoline,FA,pickup,2,,,,,no
CHEVROLET Silverado 35,6.0,8.0,Auto-6,2WD,Gasoline,CA,pickup,2,,,,,no
CHEVROLET Silverado 35,6.0,8.0,Auto-6,4WD,Gasoline,CA,pickup,2,,,,,no
CHEVROLET Suburban 1500,5.3,8.0,Auto-6,2WD,Ethanol/Gas,FA,SUV,6/6,11/15,16/21,13/17,4/3,no
CHEVROLET Suburban 1500,6.2,8.0,Auto-6,2WD,Ethanol/Gas,FA,SUV,6/6,9/12,14/19,11/14,2/1,no
CHEVROLET Suburban 2500,6.0,8.0,Auto-6,2WD,Gasoline,FC,SUV,6,,,,,no
CHEVROLET Suburban 2500,6.0,8.0,Auto-6,4WD,Gasoline,FC,SUV,6,,,,,no
CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,2WD,Ethanol/Gas,FA,SUV,6/6,11/15,16/21,13/17,4/3,no
CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,4WD,Ethanol/Gas,FA,SUV,6/6,11/15,16/21,13/17,4/3,no
CHEVROLET Tahoe 1500 Hybrid,6.0,8.0,CVT,2WD,Gasoline,FA,SUV,6,21,22,22,6,no
CHEVROLET Tahoe 1500 Hybrid,6.0,8.0,CVT,4WD,Gasoline,FA,SUV,6,21,22,21,5,no
CHEVROLET Traverse,3.6,6.0,Auto-6,2WD,Gasoline,CA,SUV,7,17,24,19,4,no
CHEVROLET Traverse,3.6,6.0,Auto-6,4WD,Gasoline,CA,SUV,7,16,23,19,4,no
CHEVROLET Traverse,3.6,6.0,Auto-6,2WD,Gasoline,FA,SUV,6,17,24,19,4,no
CHEVROLET Traverse,3.6,6.0,Auto-6,4WD,Gasoline,FA,SUV,6,16,23,19,4,no
CHRYSLER 300,5.7,8.0,Auto-5,4WD,Gasoline,FC,large car,7,16,23,18,4,no
CHRYSLER 300,3.5,6.0,Auto-5,4WD,Gasoline,FA,large car,6,17,23,19,4,no
CHRYSLER 300/SRT-8,5.7,8.0,Auto-5,2WD,Gasoline,FC,large car,7,16,25,19,4,no
CHRYSLER 300/SRT-8,2.7,6.0,Auto-4,2WD,Gasoline,FA,large car,6,18,26,21,5,no
CHRYSLER 300/SRT-8,2.7,6.0,Auto-4,2WD,Gasoline,CA,large car,6,18,26,21,5,no
CHRYSLER 300/SRT-8,3.5,6.0,Auto-4,2WD,Gasoline,FA,large car,6,17,25,20,5,no
CHRYSLER 300/SRT-8,6.1,8.0,Auto-5,2WD,Gasoline,FA,large car,6,13,19,15,2,no
CHRYSLER 300/SRT-8,6.1,8.0,Auto-5,2WD,Gasoline,CA,large car,6,13,19,15,2,no
CHRYSLER PT Cruiser,2.4,4.0,Auto-4,2WD,Gasoline,FA,SUV,6,19,24,21,5,no
CHRYSLER Sebring,2.4,4.0,Auto-4,2WD,Gasoline,CA,midsize car,9.5,21,30,24,7,yes
CHRYSLER Sebring,2.4,4.0,Auto-4,2WD,Gasoline,FA,midsize car,7,21,30,24,7,yes
CHRYSLER Sebring,3.5,6.0,Auto-6,2WD,Gasoline,CA,midsize car,7,16,27,20,5,no
CHRYSLER Sebring,2.7,6.0,Auto-4,2WD,Gasoline,CA,midsize car,6,19,27,22,6,no
CHRYSLER Sebring,2.7,6.0,Auto-4,2WD,Ethanol/Gas,FA,midsize car,3/3,14/19,20/27,16/22,6/6,no
CHRYSLER Sebring,2.7,6.0,Auto-4,2WD,Gasoline,FA,midsize car,3,19,27,22,6,no
CHRYSLER Sebring Convertible,2.4,4.0,Auto-4,2WD,Gasoline,FC,small car,7,20,29,23,6,yes
CHRYSLER Sebring Convertible,3.5,6.0,Auto-6,2WD,Gasoline,CA,small car,7,16,27,20,5,no
CHRYSLER Sebring Convertible,2.7,6.0,Auto-4,2WD,Gasoline,CA,small car,6,18,26,21,5,no
CHRYSLER Sebring Convertible,2.7,6.0,Auto-4,2WD,Ethanol/Gas,FA,small car,3/3,13/18,19/26,15/21,5/5,no
CHRYSLER Sebring Convertible,2.7,6.0,Auto-4,2WD,Gasoline,FA,small car,3,18,26,21,5,no
CHRYSLER Town & Country,3.3,6.0,Auto-4,2WD,Ethanol/Gas,FA,minivan,7/7,12/17,17/24,13/19,4/4,no
CHRYSLER Town & Country,3.3,6.0,Auto-4,2WD,Gasoline,CA,minivan,7,17,24,19,4,no
CHRYSLER Town & Country,3.3,6.0,Auto-4,2WD,Ethanol,CA,minivan,7,12,17,13,4,no
CHRYSLER Town & Country,3.8,6.0,Auto-6,2WD,Gasoline,CA,minivan,7,16,23,18,4,no
CHRYSLER Town & Country,3.8,6.0,Auto-6,2WD,Gasoline,FA,minivan,6,16,23,18,4,no
CHRYSLER Town & Country,4.0,6.0,Auto-6,2WD,Gasoline,FA,minivan,6,17,25,20,5,no
DODGE Avenger,2.4,4.0,Auto-4,2WD,Gasoline,CA,midsize car,9.5,21,30,24,7,yes
DODGE Avenger,2.4,4.0,Auto-4,2WD,Gasoline,FA,midsize car,7,21,30,24,7,yes
DODGE Avenger,3.5,6.0,Auto-6,2WD,Gasoline,CA,midsize car,7,16,27,20,5,no
DODGE Avenger,2.7,6.0,Auto-4,2WD,Gasoline,CA,midsize car,6,19,27,22,6,no
DODGE Avenger,2.7,6.0,Auto-4,2WD,Ethanol/Gas,FA,midsize car,3/3,14/19,20/27,16/22,6/6,no
DODGE Avenger,2.7,6.0,Auto-4,2WD,Gasoline,FA,midsize car,3,19,27,22,6,no
DODGE Caliber,2.0,4.0,CVT,2WD,Gasoline,CA,station wagon,7,23,27,25,7,yes
DODGE Caliber,2.4,4.0,CVT,2WD,Gasoline,CA,station wagon,7,21,25,23,6,yes
DODGE Caliber,2.4,4.0,Man-5,2WD,Gasoline,CA,station wagon,7,23,29,25,7,yes
DODGE Caliber,2.0,4.0,CVT,2WD,Gasoline,FA,station wagon,6,23,27,25,7,yes
DODGE Caliber,2.0,4.0,Man-5,2WD,Gasoline,FA,station wagon,6,23,31,26,7,yes
DODGE Caliber,2.0,4.0,Man-5,2WD,Gasoline,CA,station wagon,6,23,31,26,7,yes
DODGE Caliber,2.4,4.0,CVT,2WD,Gasoline,FA,station wagon,6,21,25,23,6,no
DODGE Caliber,2.4,4.0,Man-5,2WD,Gasoline,FA,station wagon,6,23,29,25,7,yes
DODGE Challenger,5.7,8.0,Auto-5,2WD,Gasoline,FC,small car,7,16,25,19,4,no
DODGE Challenger,3.5,6.0,Auto-5,2WD,Gasoline,FA,small car,6,17,25,20,5,no
DODGE Challenger,5.7,8.0,Man-6,2WD,Gasoline,FA,small car,6,15,24,18,4,no
DODGE Challenger,5.7,8.0,Man-6,2WD,Gasoline,CA,small car,6,15,24,18,4,no
DODGE Challenger,6.1,8.0,Auto-5,2WD,Gasoline,FA,small car,6,13,19,15,2,no
DODGE Challenger,6.1,8.0,Man-6,2WD,Gasoline,FA,small car,6,14,22,16,3,no
DODGE Challenger,6.1,8.0,Auto-5,2WD,Gasoline,CA,small car,6,13,19,15,2,no
DODGE Challenger,6.1,8.0,Man-6,2WD,Gasoline,CA,small car,6,14,22,16,3,no
DODGE Charger,5.7,8.0,Auto-5,4WD,Gasoline,FC,large car,7,16,23,18,4,no
DODGE Charger,5.7,8.0,Auto-5,2WD,Gasoline,FC,large car,7,16,25,19,4,no
DODGE Charger,2.7,6.0,Auto-4,2WD,Gasoline,FA,large car,6,18,26,21,5,no
DODGE Charger,2.7,6.0,Auto-4,2WD,Gasoline,CA,large car,6,18,26,21,5,no
DODGE Charger,3.5,6.0,Auto-5,4WD,Gasoline,FA,large car,6,17,23,19,4,no
DODGE Charger,3.5,6.0,Auto-4,2WD,Gasoline,FA,large car,6,17,25,20,5,no
DODGE Charger,6.1,8.0,Auto-5,2WD,Gasoline,FA,large car,6,13,19,15,2,no
DODGE Charger,6.1,8.0,Auto-5,2WD,Gasoline,CA,large car,6,13,19,15,2,no
DODGE Dakota,4.7,8.0,Auto-5,2WD,Ethanol/Gas,FC,pickup,7/7,9/14,13/19,10/15,1/2,no
DODGE Dakota,4.7,8.0,Auto-5,4WD,Ethanol/Gas,FC,pickup,7/7,9/14,12/19,10/15,1/2,no
DODGE Dakota,3.7,6.0,Auto-4,2WD,Gasoline,FC,pickup,7,15,20,17,3,no
DODGE Dakota,3.7,6.0,Auto-4,4WD,Gasoline,FC,pickup,7,14,18,15,2,no
DODGE Grand Caravan,3.3,6.0,Auto-4,2WD,Ethanol/Gas,FA,minivan,7/7,12/17,17/24,13/19,4/4,no
DODGE Grand Caravan,3.3,6.0,Auto-4,2WD,Gasoline,CA,minivan,7,17,24,19,4,no
DODGE Grand Caravan,3.3,6.0,Auto-4,2WD,Ethanol,CA,minivan,7,12,17,13,4,no
DODGE Grand Caravan,3.8,6.0,Auto-6,2WD,Gasoline,CA,minivan,7,16,23,18,4,no
DODGE Grand Caravan,3.8,6.0,Auto-6,2WD,Gasoline,FA,minivan,6,16,23,18,4,no
DODGE Grand Caravan,4.0,6.0,Auto-6,2WD,Gasoline,FA,minivan,6,17,25,20,5,no
DODGE Journey,2.4,4.0,Auto-4,2WD,Gasoline,FC,SUV,7,19,25,21,5,no
DODGE Journey,3.5,6.0,Auto-6,2WD,Gasoline,FA,SUV,6,16,24,19,4,no
DODGE Journey,3.5,6.0,Auto-6,4WD,Gasoline,FA,SUV,6,15,23,18,4,no
DODGE Nitro,3.7,6.0,Auto-4,2WD,Gasoline,FC,SUV,7,16,22,18,4,no
DODGE Nitro,3.7,6.0,Auto-4,4WD,Gasoline,FC,SUV,7,15,21,17,3,no
DODGE Nitro,4.0,6.0,Auto-5,2WD,Gasoline,FA,SUV,6,16,21,18,4,no
DODGE Nitro,4.0,6.0,Auto-5,4WD,Gasoline,FA,SUV,6,16,20,17,3,no
DODGE Nitro,4.0,6.0,Auto-5,2WD,Gasoline,CA,SUV,6,16,21,18,4,no
DODGE Nitro,4.0,6.0,Auto-5,4WD,Gasoline,CA,SUV,6,16,20,17,3,no
DODGE RAM 1500,4.7,8.0,Auto-5,2WD,Ethanol/Gas,FC,pickup,7/7,9/14,13/19,10/15,1/2,no
DODGE RAM 1500,4.7,8.0,Auto-5,4WD,Ethanol/Gas,FC,pickup,7/7,9/13,12/18,10/15,1/2,no
DODGE RAM 1500,3.7,6.0,Auto-4,2WD,Gasoline,FC,pickup,7,14,20,16,3,no
DODGE RAM 1500,5.7,8.0,Auto-5,2WD,Gasoline,FC,pickup,7,14,20,16,3,no
DODGE RAM 1500,5.7,8.0,Auto-5,4WD,Gasoline,FC,pickup,7,13,18,15,2,no
DODGE RAM 1500,5.7,8.0,Auto-5,2WD,Gasoline,FA,pickup,6,14,20,16,3,no
DODGE RAM 1500,5.7,8.0,Auto-5,4WD,Gasoline,FA,pickup,6,13,18,15,2,no
DODGE RAM 2500,3.0,6.0,Auto-5,2WD,Diesel,CA,van,3,,,,,no
DODGE RAM 2500,3.0,6.0,Auto-5,2WD,Diesel,CA,van,3,,,,,no
DODGE RAM 2500,5.7,8.0,Auto-5,2WD,Gasoline,CA,pickup,3,,,,,no
DODGE RAM 2500,5.7,8.0,Auto-5,4WD,Gasoline,CA,pickup,3,,,,,no
DODGE RAM 2500,5.7,8.0,Auto-5,4WD,Gasoline,CA,special purpose,3,,,,,no
DODGE RAM 2500,5.7,8.0,Auto-5,2WD,Gasoline,CA,special purpose,3,,,,,no
DODGE RAM 2500,6.7,6.0,Auto-6,2WD,Diesel,CA,pickup,3,,,,,no
DODGE RAM 2500,6.7,6.0,Man-6,2WD,Diesel,CA,pickup,3,,,,,no
DODGE RAM 2500,6.7,6.0,Auto-6,4WD,Diesel,CA,pickup,3,,,,,no
DODGE RAM 2500,6.7,6.0,Man-6,4WD,Diesel,CA,pickup,3,,,,,no
DODGE RAM 2500,3.0,6.0,Auto-5,2WD,Diesel,FA,van,2,,,,,no
DODGE RAM 2500,3.0,6.0,Auto-5,2WD,Diesel,FA,van,2,,,,,no
DODGE RAM 2500,5.7,8.0,Auto-5,2WD,Gasoline,FA,pickup,2,,,,,no
DODGE RAM 2500,5.7,8.0,Auto-5,4WD,Gasoline,FA,pickup,2,,,,,no
DODGE RAM 2500,5.7,8.0,Auto-5,4WD,Gasoline,FA,special purpose,2,,,,,no
DODGE RAM 2500,5.7,8.0,Auto-5,2WD,Gasoline,FA,special purpose,2,,,,,no
DODGE RAM 2500,6.7,6.0,Auto-6,2WD,Diesel,FA,pickup,2,,,,,no
DODGE RAM 2500,6.7,6.0,Man-6,2WD,Diesel,FA,pickup,2,,,,,no
DODGE RAM 2500,6.7,6.0,Auto-6,4WD,Diesel,FA,pickup,2,,,,,no
DODGE RAM 2500,6.7,6.0,Man-6,4WD,Diesel,FA,pickup,2,,,,,no
DODGE RAM 3500,3.0,6.0,Auto-5,2WD,Diesel,CA,van,3,,,,,no
DODGE RAM 3500,3.0,6.0,Auto-5,2WD,Diesel,FA,van,2,,,,,no
DODGE RAM 3500,3.0,6.0,Auto-5,2WD,Diesel,CA,special purpose,2,,,,,no
DODGE RAM 3500,3.0,6.0,Auto-5,2WD,Diesel,CA,van,2,,,,,no
DODGE RAM 3500,3.0,6.0,Auto-5,2WD,Diesel,FA,special purpose,1,,,,,no
DODGE RAM 3500,3.0,6.0,Auto-5,2WD,Diesel,FA,van,1,,,,,no
DODGE RAM 3500,6.7,6.0,Auto-6,2WD,Diesel,FA,pickup,1,,,,,no
DODGE RAM 3500,6.7,6.0,Man-6,2WD,Diesel,FA,pickup,1,,,,,no
DODGE RAM 3500,6.7,6.0,Auto-6,4WD,Diesel,FA,pickup,1,,,,,no
DODGE RAM 3500,6.7,6.0,Man-6,4WD,Diesel,FA,pickup,1,,,,,no
DODGE RAM 3500,6.7,6.0,Auto-6,2WD,Diesel,CA,pickup,1,,,,,no
DODGE RAM 3500,6.7,6.0,Man-6,2WD,Diesel,CA,pickup,1,,,,,no
DODGE RAM 3500,6.7,6.0,Auto-6,4WD,Diesel,CA,pickup,1,,,,,no
DODGE RAM 3500,6.7,6.0,Man-6,4WD,Diesel,CA,pickup,1,,,,,no
DODGE Sprinter 2500 CDI,3.0,6.0,Auto-5,2WD,Diesel,CA,van,3,,,,,no
DODGE Sprinter 2500 CDI,3.0,6.0,Auto-5,2WD,Diesel,CA,van,3,,,,,no
DODGE Sprinter 2500 CDI,3.0,6.0,Auto-5,2WD,Diesel,FA,van,2,,,,,no
DODGE Sprinter 2500 CDI,3.0,6.0,Auto-5,2WD,Diesel,FA,van,2,,,,,no
DODGE Sprinter 3500 CDI,3.0,6.0,Auto-5,2WD,Diesel,CA,van,3,,,,,no
DODGE Sprinter 3500 CDI,3.0,6.0,Auto-5,2WD,Diesel,FA,van,2,,,,,no
DODGE Sprinter 3500 CDI,3.0,6.0,Auto-5,2WD,Diesel,CA,special purpose,2,,,,,no
DODGE Sprinter 3500 CDI,3.0,6.0,Auto-5,2WD,Diesel,CA,van,2,,,,,no
DODGE Sprinter 3500 CDI,3.0,6.0,Auto-5,2WD,Diesel,FA,special purpose,1,,,,,no
DODGE Sprinter 3500 CDI,3.0,6.0,Auto-5,2WD,Diesel,FA,van,1,,,,,no
DODGE Viper,8.4,10.0,Man-6,2WD,Gasoline,FA,small car,6,13,22,16,3,no
DODGE Viper,8.4,10.0,Man-6,2WD,Gasoline,CA,small car,6,13,22,16,3,no
DODGE Viper Convertible,8.4,10.0,Man-6,2WD,Gasoline,FA,small car,6,13,22,16,3,no
DODGE Viper Convertible,8.4,10.0,Man-6,2WD,Gasoline,CA,small car,6,13,22,16,3,no
FERRARI 458 Italia,4.5,8.0,AutoMan-7,2WD,Gasoline,FA,small car,6,12,18,14,1,no
FERRARI 458 Italia,4.5,8.0,AutoMan-7,2WD,Gasoline,CA,small car,6,12,18,14,1,no
FERRARI 599 GTB Fiorano,5.9,12.0,AutoMan-6,2WD,Gasoline,FA,small car,6,11,15,12,0,no
FERRARI 599 GTB Fiorano,5.9,12.0,Man-6,2WD,Gasoline,FA,small car,6,11,15,12,0,no
FERRARI 599 GTB Fiorano,5.9,12.0,AutoMan-6,2WD,Gasoline,CA,small car,6,11,15,12,0,no
FERRARI 599 GTB Fiorano,5.9,12.0,Man-6,2WD,Gasoline,CA,small car,6,11,15,12,0,no
FERRARI 612 Scaglietti,5.7,12.0,AutoMan-6,2WD,Gasoline,FA,midsize car,6,9,16,12,0,no
FERRARI 612 Scaglietti,5.7,12.0,Man-6,2WD,Gasoline,FA,midsize car,6,10,15,12,0,no
FERRARI 612 Scaglietti,5.7,12.0,AutoMan-6,2WD,Gasoline,CA,midsize car,6,9,16,12,0,no
FERRARI 612 Scaglietti,5.7,12.0,Man-6,2WD,Gasoline,CA,midsize car,6,10,15,12,0,no
FERRARI California,4.3,8.0,AutoMan-7,2WD,Gasoline,FA,small car,6,13,19,15,2,no
FERRARI California,4.3,8.0,AutoMan-7,2WD,Gasoline,CA,small car,6,13,19,15,2,no
FORD Crown Victoria FFV,4.6,8.0,Auto-4,2WD,Ethanol/Gas,FC,large car,7/7,12/16,17/24,14/19,5/4,no
FORD E150 FFV,4.6,8.0,Auto-4,2WD,Ethanol/Gas,FC,van,3/3,,,,,no
FORD E150 FFV,4.6,8.0,Auto-4,2WD,Ethanol/Gas,FC,van,3/3,,,,,no
FORD E150 FFV,4.6,8.0,Auto-4,2WD,Ethanol/Gas,FC,van,3/3,,,,,no
FORD E150 FFV,4.6,8.0,Auto-4,2WD,Ethanol/Gas,FC,van,3/3,,,,,no
FORD E150 FFV,5.4,8.0,Auto-4,2WD,Ethanol/Gas,FC,van,3/3,,,,,no
FORD E150 FFV,5.4,8.0,Auto-4,2WD,Ethanol/Gas,FC,van,3/3,,,,,no
FORD E150 FFV,5.4,8.0,Auto-4,2WD,Ethanol/Gas,FC,van,3/3,,,,,no
FORD E150 FFV,5.4,8.0,Auto-4,2WD,Ethanol/Gas,FC,van,3/3,,,,,no
FORD E250 FFV,4.6,8.0,Auto-4,2WD,Ethanol/Gas,FC,special purpose,3/3,,,,,no
FORD E250 FFV,4.6,8.0,Auto-4,2WD,Ethanol/Gas,FC,special purpose,3/3,,,,,no
FORD E250 FFV,4.6,8.0,Auto-4,2WD,Ethanol/Gas,FC,van,3/3,,,,,no
FORD E250 FFV,4.6,8.0,Auto-4,2WD,Ethanol/Gas,FC,van,3/3,,,,,no
FORD E250 FFV,5.4,8.0,Auto-4,2WD,Ethanol/Gas,FC,van,3/3,,,,,no
FORD E250 FFV,5.4,8.0,Auto-4,2WD,Ethanol/Gas,FC,van,3/3,,,,,no
FORD E350,6.8,10.0,Auto-5,2WD,Gasoline,FC,van,3,,,,,no
FORD E350,6.8,10.0,Auto-5,2WD,Gasoline,FC,van,3,,,,,no
FORD E350 FFV,5.4,8.0,Auto-4,2WD,Ethanol/Gas,FC,special purpose,3/3,,,,,no
FORD E350 FFV,5.4,8.0,Auto-4,2WD,Ethanol/Gas,FC,special purpose,3/3,,,,,no
FORD E350 FFV,5.4,8.0,Auto-4,2WD,Ethanol/Gas,FC,van,3/3,,,,,no
FORD E350 FFV,5.4,8.0,Auto-4,2WD,Ethanol/Gas,FC,van,3/3,,,,,no
FORD E350 FFV,5.4,8.0,Auto-4,2WD,Ethanol/Gas,FC,van,3/3,,,,,no
FORD E350 FFV,5.4,8.0,Auto-4,2WD,Ethanol/Gas,FC,van,3/3,,,,,no
FORD Edge,3.5,6.0,Auto-6,2WD,Gasoline,CA,SUV,7,18,25,20,5,no
FORD Edge,3.5,6.0,Auto-6,4WD,Gasoline,CA,SUV,7,17,23,19,4,no
FORD Edge,3.5,6.0,Auto-6,2WD,Gasoline,FA,SUV,6,18,25,20,5,no
FORD Edge,3.5,6.0,Auto-6,4WD,Gasoline,FA,SUV,6,17,23,19,4,no
FORD Escape,2.5,4.0,Auto-6,2WD,Gasoline,CA,SUV,7,21,28,23,6,yes
FORD Escape,2.5,4.0,Man-5,2WD,Gasoline,CA,SUV,7,22,28,24,7,yes
FORD Escape,2.5,4.0,Auto-6,4WD,Gasoline,CA,SUV,7,20,26,22,6,yes
FORD Escape,2.5,4.0,Auto-6,2WD,Gasoline,FA,SUV,6,21,28,23,6,no
FORD Escape,2.5,4.0,Man-5,2WD,Gasoline,FA,SUV,6,22,28,24,7,yes
FORD Escape,2.5,4.0,Auto-6,4WD,Gasoline,FA,SUV,6,20,26,22,6,no
FORD Escape FFV,3.0,6.0,Auto-6,2WD,Ethanol/Gas,FC,SUV,7/7,14/19,19/25,16/21,6/5,yes
FORD Escape Hybrid,2.5,4.0,CVT,2WD,Gasoline,CA,SUV,9.5,34,31,32,9,yes
FORD Escape Hybrid,2.5,4.0,CVT,4WD,Gasoline,CA,SUV,9.5,30,27,29,8,yes
FORD Escape Hybrid,2.5,4.0,CVT,2WD,Gasoline,FA,SUV,8,34,31,32,9,yes
FORD Escape Hybrid,2.5,4.0,CVT,4WD,Gasoline,FA,SUV,8,30,27,29,8,yes
FORD Expedition FFV,5.4,8.0,Auto-6,2WD,Ethanol/Gas,FC,SUV,7/7,9/14,13/20,11/16,2/3,no
FORD Expedition FFV,5.4,8.0,Auto-6,4WD,Ethanol/Gas,FC,SUV,7/7,9/12,13/17,11/14,2/1,no
FORD Expedition FFV,5.4,8.0,Auto-6,2WD,Ethanol/Gas,FA,SUV,6/6,9/14,13/20,11/16,2/3,no
FORD Expedition FFV,5.4,8.0,Auto-6,4WD,Ethanol/Gas,FA,SUV,6/6,9/12,13/17,11/14,2/1,no
FORD Expedition FFV,5.4,8.0,Auto-6,2WD,Ethanol/Gas,CA,SUV,3/3,,,,,no
FORD Explorer,4.0,6.0,Auto-5,2WD,Gasoline,FC,SUV,7,14,20,16,3,no
FORD Explorer,4.0,6.0,Auto-5,4WD,Gasoline,FC,SUV,7,13,19,15,2,no
FORD Explorer,4.6,8.0,Auto-6,2WD,Gasoline,FC,SUV,7,15,21,17,3,no
FORD Explorer,4.6,8.0,Auto-6,4WD,Gasoline,FC,SUV,7,14,19,16,3,no
FORD Explorer Sport Trac,4.0,6.0,Auto-5,2WD,Gasoline,FC,pickup,7,14,20,16,3,no
FORD Explorer Sport Trac,4.0,6.0,Auto-5,4WD,Gasoline,FC,pickup,7,13,19,15,2,no
FORD Explorer Sport Trac,4.6,8.0,Auto-6,2WD,Gasoline,FC,pickup,7,15,21,17,3,no
FORD Explorer Sport Trac,4.6,8.0,Auto-6,4WD,Gasoline,FC,pickup,7,14,19,16,3,no
FORD F150,4.6,8.0,Auto-4,2WD,Gasoline,FC,pickup,7,15,19,16,3,no
FORD F150,4.6,8.0,Auto-6,2WD,Gasoline,FC,pickup,7,15,21,17,3,no
FORD F150,4.6,8.0,Auto-4,4WD,Gasoline,FC,pickup,7,14,18,16,3,no
FORD F150,4.6,8.0,Auto-6,4WD,Gasoline,FC,pickup,7,14,20,16,3,no
FORD F150 FFV,5.4,8.0,Auto-6,2WD,Ethanol/Gas,FC,pickup,7/7,10/14,14/20,12/16,3/3,no
FORD F150 FFV,5.4,8.0,Auto-6,4WD,Ethanol/Gas,FC,pickup,7/7,10/14,13/18,11/15,2/2,no
FORD F150 FFV,5.4,8.0,Auto-6,2WD,Ethanol/Gas,FA,pickup,6/6,10/14,14/20,12/16,3/3,no
FORD F150 FFV,5.4,8.0,Auto-6,4WD,Ethanol/Gas,FA,pickup,6/6,10/14,13/18,11/15,2/2,no
FORD F250,5.4,8.0,Auto-5,2WD,Gasoline,CA,pickup,3,,,,,no
FORD F250,5.4,8.0,Man-6,2WD,Gasoline,CA,pickup,3,,,,,no
FORD F250,5.4,8.0,Auto-5,4WD,Gasoline,CA,pickup,3,,,,,no
FORD F250,5.4,8.0,Man-6,4WD,Gasoline,CA,pickup,3,,,,,no
FORD F250,5.4,8.0,Auto-5,4WD,Gasoline,CA,special purpose,3,,,,,no
FORD F250,5.4,8.0,Man-6,4WD,Gasoline,CA,special purpose,3,,,,,no
FORD F250,5.4,8.0,Auto-5,2WD,Gasoline,CA,special purpose,3,,,,,no
FORD F250,5.4,8.0,Man-6,2WD,Gasoline,CA,special purpose,3,,,,,no
FORD F250,5.4,8.0,Auto-5,2WD,Gasoline,FA,pickup,2,,,,,no
FORD F250,5.4,8.0,Man-6,2WD,Gasoline,FA,pickup,2,,,,,no
FORD F250,5.4,8.0,Auto-5,4WD,Gasoline,FA,pickup,2,,,,,no
FORD F250,5.4,8.0,Man-6,4WD,Gasoline,FA,pickup,2,,,,,no
FORD F250,5.4,8.0,Auto-5,4WD,Gasoline,FA,special purpose,2,,,,,no
FORD F250,5.4,8.0,Man-6,4WD,Gasoline,FA,special purpose,2,,,,,no
FORD F250,5.4,8.0,Auto-5,2WD,Gasoline,FA,special purpose,2,,,,,no
FORD F250,5.4,8.0,Man-6,2WD,Gasoline,FA,special purpose,2,,,,,no
FORD F250,6.8,10.0,Auto-5,2WD,Gasoline,FA,pickup,2,,,,,no
FORD F250,6.8,10.0,Man-6,2WD,Gasoline,FA,pickup,2,,,,,no
FORD F250,6.8,10.0,Auto-5,4WD,Gasoline,FA,pickup,2,,,,,no
FORD F250,6.8,10.0,Man-6,4WD,Gasoline,FA,pickup,2,,,,,no
FORD F250,6.8,10.0,Auto-5,2WD,Gasoline,CA,pickup,2,,,,,no
FORD F250,6.8,10.0,Man-6,2WD,Gasoline,CA,pickup,2,,,,,no
FORD F250,6.8,10.0,Auto-5,4WD,Gasoline,CA,pickup,2,,,,,no
FORD F250,6.8,10.0,Man-6,4WD,Gasoline,CA,pickup,2,,,,,no
FORD F350,5.4,8.0,Auto-5,2WD,Gasoline,CA,pickup,3,,,,,no
FORD F350,5.4,8.0,Man-6,2WD,Gasoline,CA,pickup,3,,,,,no
FORD F350,5.4,8.0,Auto-5,4WD,Gasoline,CA,pickup,3,,,,,no
FORD F350,5.4,8.0,Man-6,4WD,Gasoline,CA,pickup,3,,,,,no
FORD F350,5.4,8.0,Auto-5,4WD,Gasoline,CA,special purpose,3,,,,,no
FORD F350,5.4,8.0,Man-6,4WD,Gasoline,CA,special purpose,3,,,,,no
FORD F350,5.4,8.0,Auto-5,2WD,Gasoline,CA,special purpose,3,,,,,no
FORD F350,5.4,8.0,Man-6,2WD,Gasoline,CA,special purpose,3,,,,,no
FORD F350,5.4,8.0,Auto-5,2WD,Gasoline,FA,pickup,2,,,,,no
FORD F350,5.4,8.0,Man-6,2WD,Gasoline,FA,pickup,2,,,,,no
FORD F350,5.4,8.0,Auto-5,4WD,Gasoline,FA,pickup,2,,,,,no
FORD F350,5.4,8.0,Man-6,4WD,Gasoline,FA,pickup,2,,,,,no
FORD F350,5.4,8.0,Auto-5,4WD,Gasoline,FA,special purpose,2,,,,,no
FORD F350,5.4,8.0,Man-6,4WD,Gasoline,FA,special purpose,2,,,,,no
FORD F350,5.4,8.0,Auto-5,2WD,Gasoline,FA,special purpose,2,,,,,no
FORD F350,5.4,8.0,Man-6,2WD,Gasoline,FA,special purpose,2,,,,,no
