model,displ,cyl,trans,drive,fuel,cert_region,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
LEXUS GX 460,4.6,8.0,SemiAuto-6,4WD,Gasoline,CA,SUV,7,15,20,17,3,no
LEXUS GX 460,4.6,8.0,SemiAuto-6,4WD,Gasoline,FA,SUV,6,15,20,17,3,no
LEXUS HS 250h,2.4,4.0,CVT,2WD,Gasoline,CA,small car,9,35,34,35,9,yes
LEXUS HS 250h,2.4,4.0,CVT,2WD,Gasoline,FA,small car,8,35,34,35,9,yes
LEXUS IS 250,2.5,6.0,SemiAuto-6,4WD,Gasoline,CA,small car,7,20,26,22,6,yes
LEXUS IS 250,2.5,6.0,SemiAuto-6,4WD,Gasoline,FA,small car,6,20,26,22,6,no
LEXUS IS 250/IS 250C,2.5,6.0,Man-6,2WD,Gasoline,CA,small car,7,18,26,21,5,no
LEXUS IS 250/IS 250C,2.5,6.0,SemiAuto-6,2WD,Gasoline,CA,small car,7,21,29,24,7,yes
LEXUS IS 250/IS 250C,2.5,6.0,Man-6,2WD,Gasoline,FA,small car,6,18,26,21,5,no
LEXUS IS 250/IS 250C,2.5,6.0,SemiAuto-6,2WD,Gasoline,FA,small car,6,21,29,24,7,yes
LEXUS IS 350/IS 350C,3.5,6.0,SemiAuto-6,2WD,Gasoline,CA,small car,7,18,25,20,5,no
LEXUS IS 350/IS 350C,3.5,6.0,SemiAuto-6,2WD,Gasoline,FA,small car,6,18,25,20,5,no
LEXUS IS F,5.0,8.0,SemiAuto-8,2WD,Gasoline,CA,small car,7,16,23,18,4,no
LEXUS IS F,5.0,8.0,SemiAuto-8,2WD,Gasoline,FA,small car,6,16,23,18,4,no
LEXUS LS 460,4.6,8.0,SemiAuto-8,4WD,Gasoline,CA,midsize car,7,16,23,18,4,no
LEXUS LS 460,4.6,8.0,SemiAuto-8,2WD,Gasoline,CA,midsize car,7,16,24,19,4,no
LEXUS LS 460,4.6,8.0,SemiAuto-8,4WD,Gasoline,FA,midsize car,6,16,23,18,4,no
LEXUS LS 460,4.6,8.0,SemiAuto-8,2WD,Gasoline,FA,midsize car,6,16,24,19,4,no
LEXUS LS 460 L,4.6,8.0,SemiAuto-8,4WD,Gasoline,CA,midsize car,7,16,23,18,4,no
LEXUS LS 460 L,4.6,8.0,SemiAuto-8,2WD,Gasoline,CA,midsize car,7,16,24,19,4,no
LEXUS LS 460 L,4.6,8.0,SemiAuto-8,4WD,Gasoline,FA,midsize car,6,16,23,18,4,no
LEXUS LS 460 L,4.6,8.0,SemiAuto-8,2WD,Gasoline,FA,midsize car,6,16,24,19,4,no
LEXUS LS 600h L,5.0,8.0,Other-1,4WD,Gasoline,CA,midsize car,9,20,22,21,5,no
LEXUS LS 600h L,5.0,8.0,Other-1,4WD,Gasoline,FA,midsize car,8,20,22,21,5,no
LEXUS LX 570,5.7,8.0,SemiAuto-6,4WD,Gasoline,CA,SUV,7,12,18,14,1,no
LEXUS LX 570,5.7,8.0,SemiAuto-6,4WD,Gasoline,FA,SUV,6,12,18,14,1,no
LEXUS RX 350,3.5,6.0,SemiAuto-6,2WD,Gasoline,CA,SUV,7,18,25,21,5,no
LEXUS RX 350,3.5,6.0,SemiAuto-6,4WD,Gasoline,CA,SUV,7,18,24,20,5,no
LEXUS RX 350,3.5,6.0,SemiAuto-6,2WD,Gasoline,FA,SUV,6,18,25,21,5,no
LEXUS RX 350,3.5,6.0,SemiAuto-6,4WD,Gasoline,FA,SUV,6,18,24,20,5,no
LEXUS RX 450h,3.5,6.0,Other-1,2WD,Gasoline,CA,SUV,9,32,28,30,8,yes
LEXUS RX 450h,3.5,6.0,Other-1,4WD,Gasoline,CA,SUV,9,30,28,29,8,yes
LEXUS RX 450h,3.5,6.0,Other-1,2WD,Gasoline,FA,SUV,8,32,28,30,8,yes
LEXUS RX 450h,3.5,6.0,Other-1,4WD,Gasoline,FA,SUV,8,30,28,29,8,yes
LEXUS SC 430,4.3,8.0,SemiAuto-6,2WD,Gasoline,CA,small car,6,16,23,19,4,no
LEXUS SC 430,4.3,8.0,SemiAuto-6,2WD,Gasoline,FA,small car,3,16,23,19,4,no
LINCOLN MKT,3.5,6.0,SemiAuto-6,4WD,Gasoline,CA,SUV,7,16,22,18,4,no
LINCOLN MKT,3.7,6.0,SemiAuto-6,2WD,Gasoline,CA,SUV,7,17,23,19,4,no
LINCOLN MKT,3.5,6.0,SemiAuto-6,4WD,Gasoline,FA,SUV,6,16,22,18,4,no
LINCOLN MKT,3.7,6.0,SemiAuto-6,2WD,Gasoline,FA,SUV,6,17,23,19,4,no
LINCOLN MKX,3.5,6.0,Auto-6,2WD,Gasoline,CA,SUV,7,18,25,20,5,no
LINCOLN MKX,3.5,6.0,Auto-6,4WD,Gasoline,CA,SUV,7,17,23,19,4,no
LINCOLN MKX,3.5,6.0,Auto-6,2WD,Gasoline,FA,SUV,6,18,25,20,5,no
LINCOLN MKX,3.5,6.0,Auto-6,4WD,Gasoline,FA,SUV,6,17,23,19,4,no
LINCOLN MKZ,3.5,6.0,SemiAuto-6,4WD,Gasoline,CA,midsize car,7,17,24,19,4,no
LINCOLN MKZ,3.5,6.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,7,18,27,21,5,no
LINCOLN MKZ,3.5,6.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,6,18,27,21,5,no
LINCOLN Navigator FFV,5.4,8.0,Auto-6,2WD,Ethanol/Gas,FC,SUV,7/7,9/14,13/20,11/16,2/3,no
LINCOLN Navigator FFV,5.4,8.0,Auto-6,2WD,Ethanol/Gas,FA,SUV,6/6,9/14,13/20,11/16,2/3,no
LINCOLN Navigator FFV,5.4,8.0,Auto-6,2WD,Ethanol/Gas,CA,SUV,3/3,,,,,no
LINCOLN Town Car,4.6,8.0,Auto-4,2WD,Gasoline,FA,large car,6,13,19,15,2,no
LINCOLN Town Car,4.6,8.0,Auto-4,2WD,Gasoline,CA,large car,6,13,19,15,2,no
LINCOLN Town Car FFV,4.6,8.0,Auto-4,2WD,Ethanol/Gas,FC,large car,7/7,12/16,17/24,14/19,5/4,no
LOTUS Elise/Exige,1.8,4.0,Man-6,2WD,Gasoline,FA,small car,6,20,26,22,6,no
LOTUS Elise/Exige,1.8,4.0,Man-6,2WD,Gasoline,FA,small car,6,21,27,23,6,no
LOTUS Elise/Exige,1.8,4.0,Man-6,2WD,Gasoline,CA,small car,6,20,26,22,6,no
LOTUS Elise/Exige,1.8,4.0,Man-6,2WD,Gasoline,CA,small car,6,21,27,23,6,no
LOTUS Evora,3.5,6.0,Man-6,2WD,Gasoline,FA,small car,6,18,26,21,5,no
LOTUS Evora,3.5,6.0,Man-6,2WD,Gasoline,CA,small car,6,18,26,21,5,no
MASERATI Granturismo,4.2,8.0,Auto-6,2WD,Gasoline,FA,small car,6,12,19,15,2,no
MASERATI Granturismo,4.2,8.0,Auto-6,2WD,Gasoline,CA,small car,6,12,19,15,2,no
MASERATI Granturismo,4.7,8.0,Auto-6,2WD,Gasoline,FA,small car,6,12,19,15,2,no
MASERATI Granturismo,4.7,8.0,Auto-6,2WD,Gasoline,CA,small car,6,12,19,15,2,no
MASERATI Granturismo Convertible,4.7,8.0,Auto-6,2WD,Gasoline,FA,small car,6,12,19,15,2,no
MASERATI Granturismo Convertible,4.7,8.0,Auto-6,2WD,Gasoline,CA,small car,6,12,19,15,2,no
MASERATI Quattroporte,4.2,8.0,Auto-6,2WD,Gasoline,FA,large car,6,11,17,14,1,no
MASERATI Quattroporte,4.2,8.0,Auto-6,2WD,Gasoline,CA,large car,6,11,17,14,1,no
MASERATI Quattroporte,4.7,8.0,Auto-6,2WD,Gasoline,FA,large car,6,11,18,14,1,no
MASERATI Quattroporte,4.7,8.0,Auto-6,2WD,Gasoline,CA,large car,6,11,18,14,1,no
MAZDA 3,2.0,4.0,SemiAuto-5,2WD,Gasoline,CA,small car,9.5,24,33,27,7,yes
MAZDA 3,2.0,4.0,Man-5,2WD,Gasoline,CA,small car,9.5,25,33,28,8,yes
MAZDA 3,2.5,4.0,Man-6,2WD,Gasoline,CA,small car,9.5,21,29,24,7,yes
MAZDA 3,2.5,4.0,SemiAuto-5,2WD,Gasoline,CA,small car,9.5,22,29,25,7,yes
MAZDA 3,2.0,4.0,SemiAuto-5,2WD,Gasoline,FA,small car,6,24,33,27,7,yes
MAZDA 3,2.0,4.0,Man-5,2WD,Gasoline,FA,small car,6,25,33,28,8,yes
MAZDA 3,2.5,4.0,Man-6,2WD,Gasoline,FA,small car,6,21,29,24,7,yes
MAZDA 3,2.5,4.0,SemiAuto-5,2WD,Gasoline,FA,small car,6,22,29,25,7,yes
MAZDA 5,2.3,4.0,SemiAuto-5,2WD,Gasoline,FA,minivan,6,21,27,23,6,no
MAZDA 5,2.3,4.0,Man-5,2WD,Gasoline,FA,minivan,6,22,28,24,7,yes
MAZDA 5,2.3,4.0,SemiAuto-5,2WD,Gasoline,CA,minivan,6,21,27,23,6,no
MAZDA 5,2.3,4.0,Man-5,2WD,Gasoline,CA,minivan,6,22,28,24,7,yes
MAZDA 6,2.5,4.0,SemiAuto-5,2WD,Gasoline,CA,midsize car,9.5,21,30,24,7,yes
MAZDA 6,3.7,6.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,7,17,25,20,5,no
MAZDA 6,2.5,4.0,Man-6,2WD,Gasoline,FA,midsize car,6,20,29,23,6,no
MAZDA 6,2.5,4.0,SemiAuto-5,2WD,Gasoline,FA,midsize car,6,21,30,24,7,yes
MAZDA 6,2.5,4.0,Man-6,2WD,Gasoline,CA,midsize car,6,20,29,23,6,no
MAZDA 6,3.7,6.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,6,17,25,20,5,no
MAZDA CX-7,2.5,4.0,SemiAuto-5,2WD,Gasoline,CA,SUV,7,20,28,23,6,yes
MAZDA CX-7,2.3,4.0,SemiAuto-6,2WD,Gasoline,FA,SUV,6,18,25,21,5,no
MAZDA CX-7,2.3,4.0,SemiAuto-6,4WD,Gasoline,FA,SUV,6,17,23,19,4,no
MAZDA CX-7,2.3,4.0,SemiAuto-6,2WD,Gasoline,CA,SUV,6,18,25,21,5,no
MAZDA CX-7,2.3,4.0,SemiAuto-6,4WD,Gasoline,CA,SUV,6,17,23,19,4,no
MAZDA CX-7,2.5,4.0,SemiAuto-5,2WD,Gasoline,FA,SUV,6,20,28,23,6,no
MAZDA CX-9,3.7,6.0,SemiAuto-6,2WD,Gasoline,CA,SUV,7,16,22,18,4,no
MAZDA CX-9,3.7,6.0,SemiAuto-6,4WD,Gasoline,CA,SUV,7,15,21,17,3,no
MAZDA CX-9,3.7,6.0,SemiAuto-6,2WD,Gasoline,FA,SUV,6,16,22,18,4,no
MAZDA CX-9,3.7,6.0,SemiAuto-6,4WD,Gasoline,FA,SUV,6,15,21,17,3,no
MAZDA MX-5,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,7,21,28,23,6,yes
MAZDA MX-5,2.0,4.0,Man-6,2WD,Gasoline,CA,small car,7,21,28,24,7,yes
MAZDA MX-5,2.0,4.0,Man-5,2WD,Gasoline,CA,small car,7,22,28,24,7,yes
MAZDA MX-5,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,6,21,28,23,6,no
MAZDA MX-5,2.0,4.0,Man-6,2WD,Gasoline,FA,small car,6,21,28,24,7,yes
MAZDA MX-5,2.0,4.0,Man-5,2WD,Gasoline,FA,small car,6,22,28,24,7,yes
MAZDA Mazdaspeed3,2.3,4.0,Man-6,2WD,Gasoline,CA,midsize car,7,18,25,21,5,no
MAZDA Mazdaspeed3,2.3,4.0,Man-6,2WD,Gasoline,FA,midsize car,6,18,25,21,5,no
MAZDA RX-8,1.3,2.0,Man-6,2WD,Gasoline,FA,small car,6,16,22,18,4,no
MAZDA RX-8,1.3,2.0,SemiAuto-6,2WD,Gasoline,FA,small car,6,16,23,19,4,no
MAZDA RX-8,1.3,2.0,Man-6,2WD,Gasoline,CA,small car,6,16,22,18,4,no
MAZDA RX-8,1.3,2.0,SemiAuto-6,2WD,Gasoline,CA,small car,6,16,23,19,4,no
MAZDA Tribute,2.5,4.0,Auto-6,2WD,Gasoline,CA,SUV,7,21,28,23,6,yes
MAZDA Tribute,2.5,4.0,Man-5,2WD,Gasoline,CA,SUV,7,22,28,24,7,yes
MAZDA Tribute,2.5,4.0,Auto-6,4WD,Gasoline,CA,SUV,7,20,26,23,6,yes
MAZDA Tribute,2.5,4.0,Auto-6,2WD,Gasoline,FA,SUV,6,21,28,23,6,no
MAZDA Tribute,2.5,4.0,Man-5,2WD,Gasoline,FA,SUV,6,22,28,24,7,yes
MAZDA Tribute,2.5,4.0,Auto-6,4WD,Gasoline,FA,SUV,6,20,26,23,6,no
MAZDA Tribute FFV,3.0,6.0,Auto-6,2WD,Ethanol/Gas,FC,SUV,7/7,14/19,19/25,16/21,6/5,yes
MAZDA Tribute FFV,3.0,6.0,Auto-6,4WD,Ethanol/Gas,FC,SUV,7/7,13/18,17/23,15/20,5/5,no
MAZDA Tribute Hybrid,2.5,4.0,CVT,2WD,Gasoline,CA,SUV,9.5,34,31,32,9,yes
MAZDA Tribute Hybrid,2.5,4.0,CVT,4WD,Gasoline,CA,SUV,9.5,30,27,29,8,yes
MAZDA Tribute Hybrid,2.5,4.0,CVT,2WD,Gasoline,FA,SUV,8,34,31,32,9,yes
MAZDA Tribute Hybrid,2.5,4.0,CVT,4WD,Gasoline,FA,SUV,8,30,27,29,8,yes
MERCEDES-BENZ C300,3.0,6.0,Auto-7,2WD,Gasoline,CA,small car,9.5,18,26,21,5,no
MERCEDES-BENZ C300,3.0,6.0,Auto-7,2WD,Gasoline,FA,small car,7,18,26,21,5,no
MERCEDES-BENZ C300,3.0,6.0,Man-6,2WD,Gasoline,CA,small car,7,18,26,21,5,no
MERCEDES-BENZ C300,3.0,6.0,Auto-7,2WD,Ethanol/Gas,FA,small car,6/6,13/18,19/26,15/21,5/5,no
MERCEDES-BENZ C300,3.0,6.0,Auto-7,2WD,Ethanol/Gas,CA,small car,6/4,13/18,19/26,15/21,5/5,no
MERCEDES-BENZ C300,3.0,6.0,Man-6,2WD,Gasoline,FA,small car,6,18,26,21,5,no
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Gasoline,CA,small car,9.5,17,24,20,5,no
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Gasoline,FA,small car,7,17,24,20,5,no
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Ethanol/Gas,FA,small car,6/6,13/18,19/25,15/20,5/5,no
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Ethanol/Gas,CA,small car,6/4,13/18,19/25,15/20,5/5,no
MERCEDES-BENZ C350,3.5,6.0,Auto-7,2WD,Gasoline,CA,small car,9.5,17,25,20,5,no
MERCEDES-BENZ C350,3.5,6.0,Auto-7,2WD,Gasoline,FA,small car,7,17,25,20,5,no
MERCEDES-BENZ C350,3.5,6.0,Auto-7,2WD,Gasoline,FC,small car,7,17,25,20,5,no
MERCEDES-BENZ C63 AMG,6.3,8.0,Auto-7,2WD,Gasoline,FA,small car,6,12,19,15,2,no
MERCEDES-BENZ C63 AMG,6.3,8.0,Auto-7,2WD,Gasoline,CA,small car,6,12,19,15,2,no
MERCEDES-BENZ CL550 4Matic,5.5,8.0,Auto-7,4WD,Gasoline,CA,small car,7,14,21,17,3,no
MERCEDES-BENZ CL550 4Matic,5.5,8.0,Auto-7,4WD,Gasoline,FA,small car,6,14,21,17,3,no
MERCEDES-BENZ CL600,5.5,12.0,Auto-5,2WD,Gasoline,FA,small car,6,11,17,14,1,no
MERCEDES-BENZ CL600,5.5,12.0,Auto-5,2WD,Gasoline,CA,small car,6,11,17,14,1,no
MERCEDES-BENZ CL63 AMG,6.3,8.0,Auto-7,2WD,Gasoline,FA,small car,6,11,18,14,1,no
MERCEDES-BENZ CL63 AMG,6.3,8.0,Auto-7,2WD,Gasoline,CA,small car,6,11,18,14,1,no
MERCEDES-BENZ CL65 AMG,6.0,12.0,Auto-5,2WD,Gasoline,FA,small car,6,11,17,13,0,no
MERCEDES-BENZ CL65 AMG,6.0,12.0,Auto-5,2WD,Gasoline,CA,small car,6,11,17,13,0,no
MERCEDES-BENZ CLS550,5.5,8.0,Auto-7,2WD,Gasoline,FC,small car,7,14,21,16,3,no
MERCEDES-BENZ CLS63 AMG,6.3,8.0,Auto-7,2WD,Gasoline,FA,small car,6,12,18,14,1,no
MERCEDES-BENZ CLS63 AMG,6.3,8.0,Auto-7,2WD,Gasoline,CA,small car,6,12,18,14,1,no
MERCEDES-BENZ E350,3.5,6.0,Auto-7,2WD,Gasoline,CA,midsize car,9.5,18,26,21,5,no
MERCEDES-BENZ E350,3.5,6.0,Auto-7,2WD,Gasoline,CA,small car,9.5,17,26,20,5,no
MERCEDES-BENZ E350,3.5,6.0,Auto-7,2WD,Gasoline,FA,midsize car,7,18,26,21,5,no
MERCEDES-BENZ E350,3.5,6.0,Auto-7,2WD,Gasoline,FC,midsize car,7,18,26,21,5,no
MERCEDES-BENZ E350,3.5,6.0,Auto-7,2WD,Gasoline,FA,small car,7,17,26,20,5,no
MERCEDES-BENZ E350,3.5,6.0,Auto-7,2WD,Gasoline,FC,small car,7,17,26,20,5,no
MERCEDES-BENZ E350 4Matic,3.5,6.0,Auto-7,4WD,Gasoline,CA,midsize car,7,17,24,19,4,no
MERCEDES-BENZ E350 4Matic,3.5,6.0,Auto-7,4WD,Gasoline,FA,midsize car,6,17,24,19,4,no
MERCEDES-BENZ E550,5.5,8.0,Auto-7,2WD,Gasoline,FC,midsize car,7,16,24,18,4,no
MERCEDES-BENZ E550,5.5,8.0,Auto-7,2WD,Gasoline,CA,small car,7,15,23,18,4,no
MERCEDES-BENZ E550,5.5,8.0,Auto-7,2WD,Gasoline,FA,small car,6,15,23,18,4,no
MERCEDES-BENZ E550 4Matic,5.5,8.0,Auto-7,4WD,Gasoline,CA,midsize car,7,15,23,18,4,no
MERCEDES-BENZ E550 4Matic,5.5,8.0,Auto-7,4WD,Gasoline,FA,midsize car,6,15,23,18,4,no
MERCEDES-BENZ E63 AMG,6.3,8.0,Auto-7,2WD,Gasoline,FA,midsize car,6,13,20,15,2,no
MERCEDES-BENZ E63 AMG,6.3,8.0,Auto-7,2WD,Gasoline,CA,midsize car,6,13,20,15,2,no
MERCEDES-BENZ G55 AMG,5.4,8.0,Auto-5,4WD,Gasoline,FA,SUV,6,11,15,12,0,no
MERCEDES-BENZ G55 AMG,5.4,8.0,Auto-5,4WD,Gasoline,CA,SUV,6,11,15,12,0,no
MERCEDES-BENZ G550,5.5,8.0,Auto-7,4WD,Gasoline,CA,SUV,7,11,15,13,0,no
MERCEDES-BENZ G550,5.5,8.0,Auto-7,4WD,Gasoline,FA,SUV,6,11,15,13,0,no
MERCEDES-BENZ GL350 Bluetec,3.0,6.0,Auto-7,4WD,Diesel,CA,SUV,7,17,23,19,3,no
MERCEDES-BENZ GL350 Bluetec,3.0,6.0,Auto-7,4WD,Diesel,FA,SUV,6,17,23,19,3,no
MERCEDES-BENZ GL450 4Matic,4.7,8.0,Auto-7,4WD,Gasoline,CA,SUV,7,13,17,14,1,no
MERCEDES-BENZ GL450 4Matic,4.7,8.0,Auto-7,4WD,Gasoline,FA,SUV,6,13,17,14,1,no
MERCEDES-BENZ GL550 4Matic,5.5,8.0,Auto-7,4WD,Gasoline,CA,SUV,7,12,17,14,1,no
MERCEDES-BENZ GL550 4Matic,5.5,8.0,Auto-7,4WD,Gasoline,FA,SUV,6,12,17,14,1,no
MERCEDES-BENZ GLK350,3.5,6.0,Auto-7,2WD,Gasoline,CA,SUV,9.5,16,22,18,4,no
MERCEDES-BENZ GLK350,3.5,6.0,Auto-7,2WD,Gasoline,FA,SUV,7,16,22,18,4,no
MERCEDES-BENZ GLK350 4Matic,3.5,6.0,Auto-7,4WD,Gasoline,CA,SUV,9.5,16,21,18,4,no
MERCEDES-BENZ GLK350 4Matic,3.5,6.0,Auto-7,4WD,Gasoline,FA,SUV,7,16,21,18,4,no
MERCEDES-BENZ ML350,3.5,6.0,Auto-7,2WD,Gasoline,CA,SUV,7,16,21,18,4,no
MERCEDES-BENZ ML350,3.5,6.0,Auto-7,2WD,Gasoline,FA,SUV,6,16,21,18,4,no
MERCEDES-BENZ ML350 4Matic,3.5,6.0,Auto-7,4WD,Gasoline,CA,SUV,7,15,20,17,3,no
MERCEDES-BENZ ML350 4Matic,3.5,6.0,Auto-7,4WD,Gasoline,FA,SUV,6,15,20,17,3,no
MERCEDES-BENZ ML350 Bluetec,3.0,6.0,Auto-7,4WD,Diesel,CA,SUV,7,18,25,21,4,no
MERCEDES-BENZ ML350 Bluetec,3.0,6.0,Auto-7,4WD,Diesel,FA,SUV,6,18,25,21,4,no
MERCEDES-BENZ ML450 Hybrid 4Matic,3.5,6.0,CVT,4WD,Gasoline,CA,SUV,9,21,24,22,6,yes
MERCEDES-BENZ ML450 Hybrid 4Matic,3.5,6.0,CVT,4WD,Gasoline,FA,SUV,7,21,24,22,6,yes
MERCEDES-BENZ ML550 4Matic,5.5,8.0,Auto-7,4WD,Gasoline,CA,SUV,7,13,18,15,2,no
MERCEDES-BENZ ML550 4Matic,5.5,8.0,Auto-7,4WD,Gasoline,FA,SUV,6,13,18,15,2,no
MERCEDES-BENZ ML63 AMG,6.3,8.0,Auto-7,4WD,Gasoline,FA,SUV,6,11,15,12,0,no
MERCEDES-BENZ ML63 AMG,6.3,8.0,Auto-7,4WD,Gasoline,CA,SUV,6,11,15,12,0,no
MERCEDES-BENZ Maybach 57,5.5,12.0,Auto-5,2WD,Gasoline,FA,large car,6,10,16,12,0,no
MERCEDES-BENZ Maybach 57,5.5,12.0,Auto-5,2WD,Gasoline,CA,large car,6,10,16,12,0,no
MERCEDES-BENZ Maybach 57 Zeppelin,6.0,12.0,Auto-5,2WD,Gasoline,FA,large car,6,10,16,12,0,no
MERCEDES-BENZ Maybach 57 Zeppelin,6.0,12.0,Auto-5,2WD,Gasoline,CA,large car,6,10,16,12,0,no
MERCEDES-BENZ Maybach 57S,6.0,12.0,Auto-5,2WD,Gasoline,FA,large car,6,10,16,12,0,no
MERCEDES-BENZ Maybach 57S,6.0,12.0,Auto-5,2WD,Gasoline,CA,large car,6,10,16,12,0,no
MERCEDES-BENZ R350 4Matic,3.5,6.0,Auto-7,4WD,Gasoline,CA,SUV,7,14,19,16,3,no
MERCEDES-BENZ R350 4Matic,3.5,6.0,Auto-7,4WD,Gasoline,FA,SUV,6,14,19,16,3,no
MERCEDES-BENZ R350 Bluetec,3.0,6.0,Auto-7,4WD,Diesel,CA,SUV,7,18,24,20,4,no
MERCEDES-BENZ R350 Bluetec,3.0,6.0,Auto-7,4WD,Diesel,FA,SUV,6,18,24,20,4,no
MERCEDES-BENZ S400 Hybrid,3.5,6.0,Auto-7,2WD,Gasoline,CA,large car,9.5,19,25,21,5,no
MERCEDES-BENZ S400 Hybrid,3.5,6.0,Auto-7,2WD,Gasoline,FA,large car,7,19,25,21,5,no
MERCEDES-BENZ S550,5.5,8.0,Auto-7,2WD,Gasoline,CA,large car,7,15,23,18,4,no
MERCEDES-BENZ S550,5.5,8.0,Auto-7,2WD,Gasoline,FA,large car,6,15,23,18,4,no
MERCEDES-BENZ S550 4Matic,5.5,8.0,Auto-7,4WD,Gasoline,CA,large car,7,14,21,17,3,no
MERCEDES-BENZ S550 4Matic,5.5,8.0,Auto-7,4WD,Gasoline,FA,large car,6,14,21,17,3,no
MERCEDES-BENZ S600,5.5,12.0,Auto-5,2WD,Gasoline,FA,large car,6,11,17,13,0,no
MERCEDES-BENZ S600,5.5,12.0,Auto-5,2WD,Gasoline,CA,large car,6,11,17,13,0,no
MERCEDES-BENZ S63 AMG,6.3,8.0,Auto-7,2WD,Gasoline,FA,large car,6,11,18,14,1,no
MERCEDES-BENZ S63 AMG,6.3,8.0,Auto-7,2WD,Gasoline,CA,large car,6,11,18,14,1,no
MERCEDES-BENZ S65 AMG,6.0,12.0,Auto-5,2WD,Gasoline,FA,large car,6,11,17,13,0,no
MERCEDES-BENZ S65 AMG,6.0,12.0,Auto-5,2WD,Gasoline,CA,large car,6,11,17,13,0,no
MERCEDES-BENZ SL550,5.5,8.0,Auto-7,2WD,Gasoline,CA,small car,7,13,21,16,3,no
MERCEDES-BENZ SL550,5.5,8.0,Auto-7,2WD,Gasoline,FA,small car,6,13,21,16,3,no
MERCEDES-BENZ SLK300,3.0,6.0,Auto-7,2WD,Gasoline,FC,small car,7,19,26,21,5,no
MERCEDES-BENZ SLK300,3.0,6.0,Man-6,2WD,Gasoline,CA,small car,7,18,26,21,5,no
MERCEDES-BENZ SLK300,3.0,6.0,Man-6,2WD,Gasoline,FA,small car,6,18,26,21,5,no
MERCEDES-BENZ SLK350,3.5,6.0,Auto-7,2WD,Gasoline,FC,small car,7,18,25,20,5,no
MERCEDES-BENZ SLK350,3.5,6.0,Man-6,2WD,Gasoline,CA,small car,7,17,25,20,5,no
MERCEDES-BENZ SLK350,3.5,6.0,Man-6,2WD,Gasoline,FA,small car,6,17,25,20,5,no
MERCEDES-BENZ SLK55 AMG,5.5,8.0,Auto-7,2WD,Gasoline,FA,small car,6,14,22,17,3,no
MERCEDES-BENZ SLK55 AMG,5.5,8.0,Auto-7,2WD,Gasoline,CA,small car,6,14,22,17,3,no
MERCURY Grand Marquis FFV,4.6,8.0,Auto-4,2WD,Ethanol/Gas,FC,large car,7/7,12/16,17/24,14/19,5/4,no
MERCURY Mariner,2.5,4.0,Auto-6,2WD,Gasoline,CA,SUV,7,21,28,23,6,yes
MERCURY Mariner,2.5,4.0,Auto-6,4WD,Gasoline,CA,SUV,7,20,26,22,6,yes
MERCURY Mariner,2.5,4.0,Auto-6,2WD,Gasoline,FA,SUV,6,21,28,23,6,no
MERCURY Mariner,2.5,4.0,Auto-6,4WD,Gasoline,FA,SUV,6,20,26,22,6,no
MERCURY Mariner FFV,3.0,6.0,Auto-6,2WD,Ethanol/Gas,FC,SUV,7/7,14/19,19/25,16/21,6/5,yes
MERCURY Mariner FFV,3.0,6.0,Auto-6,4WD,Gasoline,FC,SUV,7,18,23,20,5,no
MERCURY Mariner Hybrid,2.5,4.0,CVT,2WD,Gasoline,CA,SUV,9.5,34,31,32,9,yes
MERCURY Mariner Hybrid,2.5,4.0,CVT,4WD,Gasoline,CA,SUV,9.5,30,27,29,8,yes
MERCURY Mariner Hybrid,2.5,4.0,CVT,2WD,Gasoline,FA,SUV,8,34,31,32,9,yes
MERCURY Mariner Hybrid,2.5,4.0,CVT,4WD,Gasoline,FA,SUV,8,30,27,29,8,yes
MERCURY Milan,2.5,4.0,Man-6,2WD,Gasoline,CA,midsize car,7,22,29,24,7,yes
MERCURY Milan,2.5,4.0,Auto-6,2WD,Gasoline,CA,midsize car,7,22,31,25,7,yes
MERCURY Milan,2.5,4.0,Man-6,2WD,Gasoline,FA,midsize car,6,22,29,24,7,yes
MERCURY Milan,2.5,4.0,Auto-6,2WD,Gasoline,FA,midsize car,6,22,31,25,7,yes
MERCURY Milan FFV,3.0,6.0,SemiAuto-6,4WD,Ethanol/Gas,FC,midsize car,7/7,13/18,18/25,15/21,5/5,no
MERCURY Milan FFV,3.0,6.0,SemiAuto-6,2WD,Ethanol/Gas,FC,midsize car,7/7,13/19,20/27,16/22,6/6,yes
MERCURY Milan Hybrid,2.5,4.0,CVT,2WD,Gasoline,CA,midsize car,9.5,41,36,39,10,yes
MERCURY Milan Hybrid,2.5,4.0,CVT,2WD,Gasoline,FA,midsize car,8,41,36,39,10,yes
