model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
HYUNDAI Palisade,3.8,6.0,SemiAuto-8,4WD,Gasoline,standard SUV,5,19,24,21,4,No
HYUNDAI Santa Fe,2.0,4.0,SemiAuto-8,2WD,Gasoline,small SUV,5,20,27,23,5,No
HYUNDAI Santa Fe,2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,5,20,26,22,4,No
HYUNDAI Santa Fe,2.4,4.0,SemiAuto-8,2WD,Gasoline,small SUV,7,22,29,25,5,No
HYUNDAI Santa Fe,2.4,4.0,SemiAuto-8,2WD,Gasoline,small SUV,5,22,29,25,5,No
HYUNDAI Santa Fe,2.4,4.0,SemiAuto-8,4WD,Gasoline,small SUV,5,21,27,24,5,No
HYUNDAI Sonata,1.6,4.0,SemiAuto-8,2WD,Gasoline,large car,5,27,36,31,7,Yes
HYUNDAI Sonata,2.5,4.0,SemiAuto-8,2WD,Gasoline,large car,7,27,37,31,7,Yes
HYUNDAI Sonata,2.5,4.0,SemiAuto-8,2WD,Gasoline,large car,7,28,38,32,7,Yes
HYUNDAI Sonata Hybrid,2.0,4.0,AMS-6,2WD,Gasoline,large car,7,45,51,47,10,Elite
HYUNDAI Sonata Hybrid Blue,2.0,4.0,AMS-6,2WD,Gasoline,large car,7,50,54,52,10,Elite
HYUNDAI Tuscon,2.0,4.0,SemiAuto-6,2WD,Gasoline,small SUV,7,23,28,25,5,No
HYUNDAI Tuscon,2.0,4.0,SemiAuto-6,2WD,Gasoline,small SUV,5,23,28,25,5,No
HYUNDAI Tuscon,2.0,4.0,SemiAuto-6,4WD,Gasoline,small SUV,5,22,25,23,5,No
HYUNDAI Tuscon,2.4,4.0,SemiAuto-6,2WD,Gasoline,small SUV,7,22,28,25,5,No
HYUNDAI Tuscon,2.4,4.0,SemiAuto-6,4WD,Gasoline,small SUV,5,21,26,23,5,No
HYUNDAI Veloster,1.6,4.0,AutoMan-7,2WD,Gasoline,small car,5,28,34,30,7,Yes
HYUNDAI Veloster,1.6,4.0,Man-6,2WD,Gasoline,small car,5,26,33,29,6,No
HYUNDAI Veloster,2.0,4.0,Man-6,2WD,Gasoline,small car,5,25,33,28,6,No
HYUNDAI Veloster,2.0,4.0,SemiAuto-6,2WD,Gasoline,small car,5,27,34,30,7,Yes
HYUNDAI Veloster N,2.0,4.0,Man-6,2WD,Gasoline,small car,3,22,29,25,5,No
HYUNDAI Venue,1.6,4.0,CVT,2WD,Gasoline,midsize car,5,30,34,32,7,Yes
HYUNDAI Venue,1.6,4.0,Man-6,2WD,Gasoline,midsize car,5,27,35,30,7,Yes
INFINITI Q50,3.0,6.0,SemiAuto-7,2WD,Gasoline,midsize car,3,20,29,23,5,No
INFINITI Q50,3.0,6.0,SemiAuto-7,4WD,Gasoline,midsize car,3,19,27,22,4,No
INFINITI Q50 Red Sport,3.0,6.0,SemiAuto-7,2WD,Gasoline,midsize car,3,20,26,22,4,No
INFINITI Q50 Red Sport,3.0,6.0,SemiAuto-7,4WD,Gasoline,midsize car,3,19,26,22,4,No
INFINITI Q60,3.0,6.0,SemiAuto-7,2WD,Gasoline,small car,3,19,28,22,4,No
INFINITI Q60,3.0,6.0,SemiAuto-7,4WD,Gasoline,small car,3,19,27,22,4,No
INFINITI Q60 Red Sport,3.0,6.0,SemiAuto-7,2WD,Gasoline,small car,3,20,27,22,4,No
INFINITI Q60 Red Sport,3.0,6.0,SemiAuto-7,4WD,Gasoline,small car,3,19,26,21,4,No
INFINITI QX50,2.0,4.0,SCV-8,2WD,Gasoline,small SUV,5,23,29,26,5,No
INFINITI QX50,2.0,4.0,SCV-8,4WD,Gasoline,small SUV,5,22,28,25,5,No
INFINITI QX60,3.5,6.0,SCV-7,2WD,Gasoline,small SUV,5,20,27,22,4,No
INFINITI QX60,3.5,6.0,SCV-7,4WD,Gasoline,small SUV,5,19,26,22,4,No
INFINITI QX80,5.6,8.0,SemiAuto-7,2WD,Gasoline,standard SUV,3,14,20,16,2,No
INFINITI QX80,5.6,8.0,SemiAuto-7,4WD,Gasoline,standard SUV,3,13,19,15,2,No
JAGUAR E-Pace,2.0,4.0,SemiAuto-9,4WD,Gasoline,small SUV,7,21,28,24,5,No
JAGUAR E-Pace P300,2.0,4.0,SemiAuto-9,4WD,Gasoline,small SUV,7,21,27,23,5,No
JAGUAR F-Pace,2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,7,22,27,24,5,No
JAGUAR F-Pace,3.0,6.0,SemiAuto-8,4WD,Gasoline,small SUV,7,18,23,20,4,No
JAGUAR F-Pace,5.0,8.0,SemiAuto-8,4WD,Gasoline,small SUV,3,16,21,18,3,No
JAGUAR F-Pace 30t,2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,7,22,27,24,5,No
JAGUAR F-Type Convertible,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7,23,30,26,5,No
JAGUAR F-Type Convertible,3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,7,20,28,23,5,No
JAGUAR F-Type Convertible,5.0,8.0,SemiAuto-8,4WD,Gasoline,small car,3,16,24,18,3,No
JAGUAR F-Type Coupe,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7,23,30,26,5,No
JAGUAR F-Type Coupe,3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,7,20,28,23,5,No
JAGUAR F-Type Coupe,5.0,8.0,SemiAuto-8,4WD,Gasoline,small car,3,16,24,18,3,No
JAGUAR F-Type S Convertible,3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,7,19,27,22,4,No
JAGUAR F-Type S Convertible,3.0,6.0,SemiAuto-8,4WD,Gasoline,small car,7,18,26,21,4,No
JAGUAR F-Type S Coupe,3.0,6.0,SemiAuto-8,2WD,Gasoline,small car,7,19,27,22,4,No
JAGUAR F-Type S Coupe,3.0,6.0,SemiAuto-8,4WD,Gasoline,small car,7,18,26,21,4,No
JAGUAR F-Type SVR Convertible,5.0,8.0,SemiAuto-8,4WD,Gasoline,small car,3,16,24,18,3,No
JAGUAR F-Type SVR Coupe,5.0,8.0,SemiAuto-8,4WD,Gasoline,small car,3,16,24,18,3,No
JAGUAR XE,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7,25,34,28,6,No
JAGUAR XE,2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,7,24,34,28,6,No
JAGUAR XE 30t,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7,24,32,27,6,No
JAGUAR XE 30t,2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,7,22,30,25,5,No
JAGUAR XF,2.0,4.0,SemiAuto-8,2WD,Gasoline,midsize car,7,25,34,28,6,No
JAGUAR XF,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,7,23,33,27,6,No
JAGUAR XF,3.0,6.0,SemiAuto-8,4WD,Gasoline,midsize car,7,20,28,23,5,No
JAGUAR XF 30t,2.0,4.0,SemiAuto-8,2WD,Gasoline,midsize car,7,23,31,26,5,No
JAGUAR XF 30t,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,7,22,31,25,5,No
JAGUAR XF Sportbrake,2.0,4.0,SemiAuto-8,4WD,Gasoline,station wagon,7,21,28,24,5,No
JAGUAR XF Sportbrake,3.0,6.0,SemiAuto-8,4WD,Gasoline,station wagon,7,18,25,21,4,No
JEEP Cherokee,2.0,4.0,Auto-9,2WD,Gasoline,small SUV,5,23,31,26,5,No
JEEP Cherokee,2.0,4.0,Auto-9,4WD,Gasoline,small SUV,5,21,29,24,5,No
JEEP Cherokee,2.4,4.0,Auto-9,2WD,Gasoline,small SUV,6,22,31,25,5,No
JEEP Cherokee,2.4,4.0,Auto-9,4WD,Gasoline,small SUV,6,21,29,24,5,No
JEEP Cherokee,3.2,6.0,Auto-9,2WD,Gasoline,small SUV,5,20,29,23,5,No
JEEP Cherokee,3.2,6.0,Auto-9,4WD,Gasoline,small SUV,5,19,27,22,4,No
JEEP Cherokee 4x4 Active Drive II,2.0,4.0,Auto-9,4WD,Gasoline,small SUV,5,20,27,23,5,No
JEEP Cherokee 4x4 Active Drive II,3.2,6.0,Auto-9,4WD,Gasoline,small SUV,5,18,26,21,4,No
JEEP Cherokee Trailhawk,2.0,4.0,Auto-9,4WD,Gasoline,small SUV,5,20,26,22,4,No
JEEP Cherokee Trailhawk,3.2,6.0,Auto-9,4WD,Gasoline,small SUV,5,18,24,21,4,No
JEEP Compass,2.4,4.0,Auto-6,2WD,Gasoline,small SUV,6,22,31,25,5,No
JEEP Compass,2.4,4.0,Auto-9,4WD,Gasoline,small SUV,6,22,30,25,5,No
JEEP Compass,2.4,4.0,Man-6,2WD,Gasoline,small SUV,3,23,32,26,5,No
JEEP Compass,2.4,4.0,Man-6,4WD,Gasoline,small SUV,3,22,31,25,5,No
JEEP Gladiator,3.6,6.0,Auto-8,4WD,Gasoline,pickup,5,17,22,19,3,No
JEEP Gladiator,3.6,6.0,Man-6,4WD,Gasoline,pickup,5,16,23,19,3,No
JEEP Grand Cherokee,3.6,6.0,Auto-8,2WD,Gasoline,standard SUV,7,19,26,21,4,No
JEEP Grand Cherokee,3.6,6.0,Auto-8,4WD,Gasoline,standard SUV,7,18,25,21,4,No
JEEP Grand Cherokee,5.7,8.0,Auto-8,4WD,Gasoline,standard SUV,3,14,22,17,3,No
JEEP Grand Cherokee SRT,6.4,8.0,Auto-8,4WD,Gasoline,standard SUV,1,13,19,15,2,No
JEEP Grand Cherokee Trackhawk,6.2,8.0,Auto-8,4WD,Gasoline,standard SUV,1,11,17,13,1,No
JEEP Renegade,1.3,4.0,Auto-9,2WD,Gasoline,small SUV,6,24,32,27,6,No
JEEP Renegade,1.3,4.0,Auto-9,4WD,Gasoline,small SUV,6,23,29,26,5,No
JEEP Renegade,2.4,4.0,Auto-9,2WD,Gasoline,small SUV,6,22,30,25,5,No
JEEP Renegade,2.4,4.0,Auto-9,4WD,Gasoline,small SUV,6,21,29,24,5,No
JEEP Renegade Trailhawk,1.3,4.0,Auto-9,4WD,Gasoline,small SUV,6,22,27,24,5,No
JEEP Wrangler,2.0,4.0,Auto-8,4WD,Gasoline,small SUV,5,21,22,21,4,No
JEEP Wrangler,2.0,4.0,Auto-8,4WD,Gasoline,small SUV,5,22,24,23,5,No
JEEP Wrangler,3.6,6.0,Auto-8,4WD,Gasoline,small SUV,5,18,23,20,4,No
JEEP Wrangler,3.6,6.0,Man-6,4WD,Gasoline,small SUV,5,17,25,20,4,No
JEEP Wrangler Unlimited,2.0,4.0,Auto-8,4WD,Gasoline,small SUV,5,21,22,21,4,No
JEEP Wrangler Unlimited,3.0,6.0,Auto-8,4WD,Diesel,small SUV,1,22,29,25,4,No
JEEP Wrangler Unlimited,3.6,6.0,Auto-8,4WD,Gasoline,small SUV,5,18,22,20,4,No
JEEP Wrangler Unlimited,3.6,6.0,Auto-8,4WD,Gasoline,small SUV,5,19,22,20,4,No
JEEP Wrangler Unlimited,3.6,6.0,Man-6,4WD,Gasoline,small SUV,5,17,23,19,3,No
KIA Cadenza,3.3,6.0,SemiAuto-8,2WD,Gasoline,large car,3,20,28,23,5,No
KIA Forte,1.6,4.0,AutoMan-7,2WD,Gasoline,midsize car,5,27,35,30,7,Yes
KIA Forte,1.6,4.0,Man-6,2WD,Gasoline,midsize car,5,25,32,28,6,No
KIA Forte,2.0,4.0,CVT,2WD,Gasoline,midsize car,7,29,40,33,7,Yes
KIA Forte,2.0,4.0,CVT,2WD,Gasoline,midsize car,5,29,40,33,7,Yes
KIA Forte,2.0,4.0,Man-6,2WD,Gasoline,midsize car,5,27,37,31,7,Yes
KIA Forte FE,2.0,4.0,CVT,2WD,Gasoline,midsize car,5,31,41,35,8,Yes
KIA K900,3.3,6.0,SemiAuto-8,4WD,Gasoline,large car,3,18,25,21,4,No
KIA Niro,1.6,4.0,AutoMan-6,2WD,Gasoline,station wagon,7,51,46,49,10,Elite
KIA Niro FE,1.6,4.0,AutoMan-6,2WD,Gasoline,station wagon,7,52,49,50,10,Elite
KIA Niro Touring,1.6,4.0,AutoMan-6,2WD,Gasoline,station wagon,7,46,40,43,9,Yes
KIA Optima,1.6,4.0,AutoMan-7,2WD,Gasoline,large car,5,27,37,31,7,Yes
KIA Optima,2.0,4.0,SemiAuto-6,2WD,Gasoline,large car,5,21,30,24,5,No
KIA Optima,2.4,4.0,SemiAuto-6,2WD,Gasoline,large car,7,24,32,27,6,No
KIA Optima,2.4,4.0,SemiAuto-6,2WD,Gasoline,large car,5,24,32,27,6,No
KIA Optima FE,2.4,4.0,SemiAuto-6,2WD,Gasoline,large car,7,25,35,29,6,No
KIA Optima FE,2.4,4.0,SemiAuto-6,2WD,Gasoline,large car,5,25,35,29,6,No
KIA Optima Hybrid,2.0,4.0,AutoMan-6,2WD,Gasoline,midsize car,7,40,45,42,9,Yes
KIA Rio,1.6,4.0,CVT,2WD,Gasoline,small car,3,33,41,36,8,No
KIA Sedona,3.3,6.0,SemiAuto-8,2WD,Gasoline,minivan,5,18,24,21,4,No
KIA Sorento,2.4,4.0,SemiAuto-6,2WD,Gasoline,small SUV,5,22,29,25,5,No
KIA Sorento,2.4,4.0,SemiAuto-6,4WD,Gasoline,small SUV,5,21,26,23,5,No
KIA Sorento,3.3,6.0,SemiAuto-8,2WD,Gasoline,small SUV,5,19,26,22,4,No
KIA Sorento,3.3,6.0,SemiAuto-8,4WD,Gasoline,small SUV,5,18,24,20,4,No
KIA Soul,1.6,4.0,AMS-7,2WD,Gasoline,station wagon,5,27,32,29,6,No
KIA Soul,2.0,4.0,CVT,2WD,Gasoline,station wagon,7,27,33,30,7,Yes
KIA Soul,2.0,4.0,Man-6,2WD,Gasoline,station wagon,5,25,31,27,6,No
KIA Soul Eco dynamics,2.0,4.0,CVT,2WD,Gasoline,station wagon,7,29,35,31,7,Yes
KIA Sportage,2.0,4.0,SemiAuto-6,2WD,Gasoline,small SUV,5,20,28,23,5,No
KIA Sportage,2.0,4.0,SemiAuto-6,4WD,Gasoline,small SUV,5,19,24,21,4,No
KIA Sportage,2.4,4.0,SemiAuto-6,2WD,Gasoline,small SUV,7,23,30,26,5,No
KIA Sportage,2.4,4.0,SemiAuto-6,2WD,Gasoline,small SUV,5,23,30,26,5,No
KIA Sportage,2.4,4.0,SemiAuto-6,4WD,Gasoline,small SUV,7,22,26,23,5,No
KIA Sportage,2.4,4.0,SemiAuto-6,4WD,Gasoline,small SUV,5,22,26,23,5,No
KIA Stinger,2.0,4.0,SemiAuto-8,2WD,Gasoline,midsize car,3,22,29,25,5,No
KIA Stinger,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,3,21,29,24,5,No
KIA Stinger,3.3,6.0,SemiAuto-8,2WD,Gasoline,midsize car,3,17,25,20,4,No
KIA Stinger,3.3,6.0,SemiAuto-8,4WD,Gasoline,midsize car,3,17,25,20,4,No
KIA Telluride,3.8,6.0,SemiAuto-8,2WD,Gasoline,small SUV,5,20,26,23,5,No
KIA Telluride,3.8,6.0,SemiAuto-8,4WD,Gasoline,small SUV,5,19,24,21,4,No
LAMBORGHINI Aventador Coupe,6.5,12.0,AMS-7,4WD,Gasoline,small car,1,9,15,11,1,No
LAMBORGHINI Aventador Roadster,6.5,12.0,AMS-7,4WD,Gasoline,small car,1,9,15,11,1,No
LAMBORGHINI Huracan,5.2,10.0,AMS-7,2WD,Gasoline,small car,1,13,18,15,2,No
LAMBORGHINI Huracan,5.2,10.0,AMS-7,4WD,Gasoline,small car,1,13,18,15,2,No
LAMBORGHINI Huracan Spyder,5.2,10.0,AMS-7,2WD,Gasoline,small car,1,13,18,15,2,No
LAMBORGHINI Huracan Spyder,5.2,10.0,AMS-7,4WD,Gasoline,small car,1,13,18,15,2,No
LAMBORGHINI Urus,4.0,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,12,17,14,1,No
LAND ROVER Defender 110,2.0,4.0,SemiAuto-8,4WD,Gasoline,standard SUV,7,17,20,18,3,No
LAND ROVER Defender 110 MHEV,3.0,6.0,SemiAuto-8,4WD,Gasoline,standard SUV,7,17,22,19,3,No
LAND ROVER Defender 90,2.0,4.0,SemiAuto-8,4WD,Gasoline,standard SUV,7,18,21,19,3,No
LAND ROVER Defender 90 MHEV,3.0,6.0,SemiAuto-8,4WD,Gasoline,standard SUV,7,17,22,19,3,No
LAND ROVER Discovery,3.0,6.0,SemiAuto-8,4WD,Diesel,standard SUV,1,21,26,23,4,No
LAND ROVER Discovery,3.0,6.0,SemiAuto-8,4WD,Gasoline,standard SUV,7,16,21,18,3,No
LAND ROVER Discovery Sport,2.0,4.0,SemiAuto-9,4WD,Gasoline,small SUV,7,19,24,21,4,No
LAND ROVER Discovery Sport MHEV,2.0,4.0,SemiAuto-9,4WD,Gasoline,small SUV,7,19,24,21,4,No
LAND ROVER Evoque,2.0,4.0,SemiAuto-9,4WD,Gasoline,small SUV,7,20,27,23,5,No
LAND ROVER Evoque MHEV,2.0,4.0,SemiAuto-9,4WD,Gasoline,small SUV,7,21,26,23,5,No
LAND ROVER Range Rover,3.0,6.0,SemiAuto-8,4WD,Diesel,standard SUV,1,22,28,24,4,No
LAND ROVER Range Rover,5.0,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,16,21,18,3,No
LAND ROVER Range Rover LWB,5.0,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,16,21,18,3,No
LAND ROVER Range Rover LWB SVA,5.0,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,13,19,15,2,No
LAND ROVER Range Rover MHEV,3.0,6.0,SemiAuto-8,4WD,Gasoline,standard SUV,7,19,24,21,4,No
LAND ROVER Range Rover SVA,5.0,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,14,19,16,2,No
LAND ROVER Range Rover Sport,3.0,6.0,SemiAuto-8,4WD,Diesel,standard SUV,1,22,28,24,4,No
LAND ROVER Range Rover Sport,5.0,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,17,22,19,3,No
LAND ROVER Range Rover Sport SVR,5.0,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,15,20,16,2,No
LAND ROVER Range Rover Velar,2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,7,21,27,23,5,No
LAND ROVER Range Rover Velar,3.0,6.0,SemiAuto-8,4WD,Gasoline,small SUV,7,18,24,20,4,No
LAND ROVER Range Rover Velar,5.0,8.0,SemiAuto-8,4WD,Gasoline,small SUV,3,15,20,17,3,No
LAND ROVER Range Rover Velar P300,2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,7,20,26,22,4,No
LAND ROVER Range Rover Velar P380,3.0,6.0,SemiAuto-8,4WD,Gasoline,small SUV,7,18,24,20,4,No
LEXUS ES 300h,2.5,4.0,SCV-6,2WD,Gasoline,midsize car,7,43,44,44,9,Yes
LEXUS ES 350,3.5,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5,22,32,26,5,No
LEXUS ES 350 F Sport,3.5,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5,22,31,25,5,No
LEXUS GS 350,3.5,6.0,SemiAuto-6,4WD,Gasoline,midsize car,5,19,26,21,4,No
LEXUS GS 350,3.5,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5,20,28,23,5,No
LEXUS GS 350 F Sport,3.5,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5,19,27,22,4,No
LEXUS GS F,5.0,8.0,SemiAuto-8,2WD,Gasoline,small car,5,16,24,19,3,No
LEXUS GX 460,4.6,8.0,SemiAuto-6,4WD,Gasoline,standard SUV,3,15,19,16,2,No
LEXUS IS 300,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,5,21,30,24,5,No
LEXUS IS 300,3.5,6.0,SemiAuto-6,4WD,Gasoline,small car,5,18,24,21,4,No
LEXUS IS 350,3.5,6.0,SemiAuto-6,4WD,Gasoline,small car,5,19,26,21,4,No
LEXUS IS 350,3.5,6.0,SemiAuto-8,2WD,Gasoline,small car,5,20,28,23,5,No
LEXUS LC 500,5.0,8.0,SemiAuto-10,2WD,Gasoline,small car,5,16,25,19,3,No
LEXUS LC 500h,3.5,6.0,SCV-10,2WD,Gasoline,small car,7,27,35,30,7,Yes
LEXUS LS 500,3.4,6.0,SemiAuto-10,2WD,Gasoline,midsize car,3,19,30,23,5,No
LEXUS LS 500,3.4,6.0,SemiAuto-10,4WD,Gasoline,midsize car,3,18,27,21,4,No
LEXUS LS 500h,3.5,6.0,SCV-10,2WD,Gasoline,midsize car,7,25,33,28,6,No
LEXUS LS 500h,3.5,6.0,SCV-10,4WD,Gasoline,midsize car,7,23,31,26,5,No
LEXUS LX 570,5.7,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,12,16,14,1,No
LEXUS NX 300,2.0,4.0,SemiAuto-6,2WD,Gasoline,small SUV,3,22,28,25,5,No
LEXUS NX 300,2.0,4.0,SemiAuto-6,4WD,Gasoline,small SUV,3,22,28,24,5,No
LEXUS NX 300 F Sport,2.0,4.0,SemiAuto-6,4WD,Gasoline,small SUV,3,22,27,24,5,No
LEXUS NX 300h,2.5,4.0,SCV-6,4WD,Gasoline,small SUV,7,33,30,31,7,Yes
LEXUS RC 300,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,5,21,30,24,5,No
LEXUS RC 300,3.5,6.0,SemiAuto-6,4WD,Gasoline,small car,5,18,24,21,4,No
LEXUS RC 350,3.5,6.0,SemiAuto-6,4WD,Gasoline,small car,5,19,26,21,4,No
LEXUS RC 350,3.5,6.0,SemiAuto-8,2WD,Gasoline,small car,5,20,28,23,5,No
LEXUS RC F,5.0,8.0,SemiAuto-8,2WD,Gasoline,small car,5,16,24,19,3,No
LEXUS RX 350,3.5,6.0,SemiAuto-8,2WD,Gasoline,small SUV,5,20,27,23,5,No
LEXUS RX 350,3.5,6.0,SemiAuto-8,4WD,Gasoline,small SUV,5,19,26,22,4,No
LEXUS RX 350 L,3.5,6.0,SemiAuto-8,2WD,Gasoline,small SUV,5,19,26,22,4,No
LEXUS RX 350 L,3.5,6.0,SemiAuto-8,4WD,Gasoline,small SUV,5,18,25,21,4,No
LEXUS RX 450h,3.5,6.0,SCV-6,4WD,Gasoline,standard SUV,7,31,28,30,7,Yes
LEXUS RX 450h L,3.5,6.0,SCV-6,4WD,Gasoline,standard SUV,7,29,28,29,6,No
LEXUS UX 200,2.0,4.0,SCV-10,2WD,Gasoline,midsize car,6,29,37,33,7,Yes
LEXUS UX 250h,2.0,4.0,SCV-6,2WD,Gasoline,small car,6,43,41,42,9,Yes
LEXUS UX 250h,2.0,4.0,SCV-6,4WD,Gasoline,small car,6,41,38,39,9,Yes
LINCOLN Aviator,3.0,6.0,SemiAuto-10,2WD,Gasoline,standard SUV,5,18,26,21,4,No
LINCOLN Aviator,3.0,6.0,SemiAuto-10,4WD,Gasoline,standard SUV,5,17,24,20,4,No
LINCOLN Continental,2.7,6.0,SemiAuto-6,2WD,Gasoline,large car,5,18,27,21,4,No
LINCOLN Continental,2.7,6.0,SemiAuto-6,4WD,Gasoline,large car,5,17,25,20,4,No
LINCOLN Continental,3.0,6.0,SemiAuto-6,4WD,Gasoline,large car,5,16,24,19,3,No
LINCOLN Continental,3.7,6.0,SemiAuto-6,2WD,Gasoline,large car,3,17,26,20,4,No
LINCOLN Continental,3.7,6.0,SemiAuto-6,4WD,Gasoline,large car,3,16,24,19,3,No
LINCOLN Continental Coach,3.0,6.0,SemiAuto-6,4WD,Gasoline,large car,5,16,24,19,3,No
LINCOLN Corsair,2.0,4.0,SemiAuto-8,2WD,Gasoline,small SUV,5,22,29,25,5,No
LINCOLN Corsair,2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,5,21,29,24,5,No
LINCOLN Corsair,2.3,4.0,SemiAuto-8,4WD,Gasoline,small SUV,5,21,28,24,5,No
LINCOLN MKZ,2.0,4.0,SemiAuto-6,2WD,Gasoline,midsize car,5,20,31,24,5,No
LINCOLN MKZ,2.0,4.0,SemiAuto-6,4WD,Gasoline,midsize car,5,20,29,23,5,No
LINCOLN MKZ,3.0,6.0,SemiAuto-6,2WD,Gasoline,midsize car,5,18,27,21,4,No
LINCOLN MKZ,3.0,6.0,SemiAuto-6,4WD,Gasoline,midsize car,5,17,26,20,4,No
LINCOLN MKZ Hybrid,2.0,4.0,CVT,2WD,Gasoline,midsize car,7,42,39,41,9,Yes
LINCOLN Nautilus,2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,5,20,25,22,4,No
LINCOLN Nautilus,2.7,6.0,SemiAuto-8,4WD,Gasoline,small SUV,5,19,26,21,4,No
LINCOLN Navigator,3.5,6.0,SemiAuto-10,2WD,Gasoline,standard SUV,5,16,22,19,3,No
LINCOLN Navigator,3.5,6.0,SemiAuto-10,4WD,Gasoline,standard SUV,5,16,21,18,3,No
LINCOLN Navigator L,3.5,6.0,SemiAuto-10,2WD,Gasoline,standard SUV,5,16,21,18,3,No
LINCOLN Nuatilus,2.0,4.0,SemiAuto-8,2WD,Gasoline,small SUV,5,21,26,23,5,No
LOTUS Evora,3.5,6.0,Man-6,2WD,Gasoline,small car,1,16,24,19,3,No
LOTUS Evora,3.5,6.0,SemiAuto-6,2WD,Gasoline,small car,1,17,24,20,4,No
LOTUS Evora GT,3.5,6.0,Man-6,2WD,Gasoline,small car,1,17,26,20,4,No
LOTUS Evora GT,3.5,6.0,SemiAuto-6,2WD,Gasoline,small car,1,17,24,20,4,No
MASERATI Ghibli,3.0,6.0,Auto-8,2WD,Gasoline,midsize car,1,17,24,19,3,No
MASERATI Ghibli S,3.0,6.0,Auto-8,2WD,Gasoline,midsize car,1,17,24,19,3,No
MASERATI Ghibli S Q4,3.0,6.0,Auto-8,4WD,Gasoline,midsize car,1,16,24,19,3,No
MASERATI Levante,3.0,6.0,Auto-8,4WD,Gasoline,standard SUV,1,15,21,17,3,No
MASERATI Levante GTS,3.8,8.0,Auto-8,4WD,Gasoline,standard SUV,1,14,18,15,2,No
MASERATI Levante S,3.0,6.0,Auto-8,4WD,Gasoline,standard SUV,1,15,21,17,3,No
MASERATI Levante Trofeo,3.8,8.0,Auto-8,4WD,Gasoline,standard SUV,1,14,18,15,2,No
MASERATI Quattroporte GTS,3.8,8.0,Auto-8,2WD,Gasoline,large car,1,15,22,17,3,No
MASERATI Quattroporte S,3.0,6.0,Auto-8,2WD,Gasoline,large car,1,17,24,19,3,No
MASERATI Quattroporte S Q4,3.0,6.0,Auto-8,4WD,Gasoline,large car,1,16,23,18,3,No
MAZDA 2,1.5,4.0,Man-6,2WD,Gasoline,small car,3,30,39,34,8,No
MAZDA 2,1.5,4.0,SemiAuto-6,2WD,Gasoline,small car,3,32,40,35,8,No
MAZDA 3,2.5,4.0,Man-6,2WD,Gasoline,midsize car,7,25,35,29,6,No
MAZDA 3,2.5,4.0,SemiAuto-6,2WD,Gasoline,midsize car,7,26,35,30,7,Yes
MAZDA 3,2.5,4.0,SemiAuto-6,2WD,Gasoline,small car,7,26,35,30,7,Yes
MAZDA 3,2.5,4.0,SemiAuto-6,2WD,Gasoline,small car,7,27,36,30,7,Yes
MAZDA 3,2.5,4.0,SemiAuto-6,4WD,Gasoline,midsize car,7,24,32,27,6,No
MAZDA 3,2.5,4.0,SemiAuto-6,4WD,Gasoline,small car,7,25,33,28,6,No
MAZDA 6,2.5,4.0,SemiAuto-6,2WD,Gasoline,midsize car,7,26,35,29,6,No
MAZDA 6,2.5,4.0,SemiAuto-6,2WD,Gasoline,midsize car,3,23,31,26,5,No
MAZDA CX-3,2.0,4.0,SemiAuto-6,2WD,Gasoline,small car,3,29,34,31,7,No
