model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
BUICK Lucerne,3.9,6.0,Auto-4,2WD,Gasoline,large car,9.0,17,26,20,5.0,no
BUICK Lucerne,4.6,8.0,Auto-4,2WD,Gasoline,large car,7.0,15,22,18,4.0,no
BUICK Lucerne,3.9,6.0,Auto-4,2WD,Gasoline,large car,6.0,17,26,20,5.0,no
CADILLAC CTS,3.0,6.0,Man-6,2WD,Gasoline,midsize car,7.0,16,26,19,4.0,no
CADILLAC CTS,3.0,6.0,SemiAuto-6,4WD,Gasoline,midsize car,7.0,18,26,21,5.0,no
CADILLAC CTS,3.0,6.0,SemiAuto-6,2WD,Gasoline,midsize car,7.0,18,27,22,6.0,yes
CADILLAC CTS,3.6,6.0,Man-6,2WD,Gasoline,midsize car,6.0,16,25,19,4.0,no
CADILLAC CTS,3.6,6.0,SemiAuto-6,4WD,Gasoline,midsize car,6.0,18,27,21,5.0,no
CADILLAC CTS,3.6,6.0,SemiAuto-6,2WD,Gasoline,midsize car,6.0,18,27,21,5.0,no
CADILLAC CTS,6.2,8.0,SemiAuto-6,2WD,Gasoline,midsize car,6.0,12,18,14,1.0,no
CADILLAC CTS,6.2,8.0,Man-6,2WD,Gasoline,midsize car,6.0,14,19,16,3.0,no
CADILLAC CTS Wagon,3.0,6.0,SemiAuto-6,4WD,Gasoline,station wagon,7.0,18,26,21,5.0,no
CADILLAC CTS Wagon,3.0,6.0,SemiAuto-6,2WD,Gasoline,station wagon,7.0,18,27,22,6.0,yes
CADILLAC CTS Wagon,3.6,6.0,SemiAuto-6,2WD,Gasoline,station wagon,6.0,18,26,21,5.0,no
CADILLAC CTS Wagon,3.6,6.0,SemiAuto-6,4WD,Gasoline,station wagon,6.0,18,26,21,5.0,no
CADILLAC DTS,4.6,8.0,Auto-4,2WD,Gasoline,large car,7.0,15,22,18,4.0,no
CADILLAC DTS,4.6,8.0,Auto-4,2WD,Gasoline,large car,7.0,15,23,18,4.0,no
CADILLAC Escalade ESV,6.2,8.0,Auto-6,2WD,Gasoline,SUV,6.0,14,20,16,3.0,no
CADILLAC Escalade Hybrid,6.0,8.0,CVT,2WD,Gasoline,SUV,6.0,21,22,22,6.0,no
CADILLAC Limousine,4.6,8.0,Auto-4,2WD,Gasoline,large car,7.0,12,18,14,1.0,no
CADILLAC SRX,3.0,6.0,SemiAuto-6,2WD,Gasoline,SUV,7.0,18,25,21,5.0,no
CADILLAC SRX,3.0,6.0,SemiAuto-6,4WD,Gasoline,SUV,7.0,17,23,19,4.0,no
CADILLAC SRX,2.8,6.0,SemiAuto-6,4WD,Gasoline,SUV,6.0,15,22,18,4.0,no
CADILLAC STS,3.6,6.0,SemiAuto-6,4WD,Gasoline,midsize car,6.0,18,27,21,5.0,no
CADILLAC STS,3.6,6.0,SemiAuto-6,2WD,Gasoline,midsize car,6.0,18,27,21,5.0,no
CADILLAC STS,4.6,8.0,SemiAuto-6,4WD,Gasoline,midsize car,6.0,15,22,17,3.0,no
CADILLAC STS,4.6,8.0,SemiAuto-6,2WD,Gasoline,midsize car,6.0,15,24,18,4.0,no
CHEVROLET Aveo,1.6,4.0,Auto-4,2WD,Gasoline,small car,7.0,25,34,28,8.0,yes
CHEVROLET Aveo,1.6,4.0,Man-5,2WD,Gasoline,small car,7.0,27,35,30,8.0,yes
CHEVROLET Aveo 5,1.6,4.0,Auto-4,2WD,Gasoline,small car,7.0,25,34,28,8.0,yes
CHEVROLET Aveo 5,1.6,4.0,Man-5,2WD,Gasoline,small car,7.0,27,35,30,8.0,yes
CHEVROLET Camaro,3.6,6.0,Man-6,2WD,Gasoline,small car,7.0,17,29,21,5.0,no
CHEVROLET Camaro,3.6,6.0,SemiAuto-6,2WD,Gasoline,small car,7.0,18,29,22,6.0,yes
CHEVROLET Camaro,6.2,8.0,Man-6,2WD,Gasoline,small car,7.0,16,24,19,4.0,no
CHEVROLET Camaro,6.2,8.0,SemiAuto-6,2WD,Gasoline,small car,7.0,16,25,19,4.0,no
CHEVROLET Camaro,3.6,6.0,Man-6,2WD,Gasoline,small car,6.0,17,29,21,5.0,no
CHEVROLET Camaro,3.6,6.0,SemiAuto-6,2WD,Gasoline,small car,6.0,18,29,22,6.0,no
CHEVROLET Cobalt Coupe,2.2,4.0,Auto-4,2WD,Gasoline,small car,9.0,24,33,27,7.0,yes
CHEVROLET Cobalt Coupe,2.2,4.0,Man-5,2WD,Gasoline,small car,9.0,25,35,29,8.0,yes
CHEVROLET Cobalt Coupe,2.2,4.0,Auto-4,2WD,Gasoline,small car,6.0,24,33,27,7.0,yes
CHEVROLET Cobalt Coupe,2.2,4.0,Man-5,2WD,Gasoline,small car,6.0,25,35,29,8.0,yes
CHEVROLET Cobalt SS Coupe,2.0,4.0,Man-5,2WD,Gasoline,small car,6.0,22,30,25,7.0,yes
CHEVROLET Cobalt Sedan,2.2,4.0,Auto-4,2WD,Gasoline,small car,9.0,24,33,27,7.0,yes
CHEVROLET Cobalt Sedan,2.2,4.0,Man-5,2WD,Gasoline,small car,9.0,25,35,29,8.0,yes
CHEVROLET Cobalt Sedan,2.2,4.0,Auto-4,2WD,Gasoline,small car,6.0,24,33,27,7.0,yes
CHEVROLET Cobalt Sedan,2.2,4.0,Man-5,2WD,Gasoline,small car,6.0,25,35,29,8.0,yes
CHEVROLET Cobalt XFE Coupe,2.2,4.0,Man-5,2WD,Gasoline,small car,9.0,25,37,30,8.0,yes
CHEVROLET Cobalt XFE Coupe,2.2,4.0,Man-5,2WD,Gasoline,small car,6.0,25,37,30,8.0,yes
CHEVROLET Cobalt XFE Sedan,2.2,4.0,Man-5,2WD,Gasoline,small car,9.0,25,37,30,8.0,yes
CHEVROLET Cobalt XFE Sedan,2.2,4.0,Man-5,2WD,Gasoline,small car,6.0,25,37,30,8.0,yes
CHEVROLET Colorado,2.9,4.0,Auto-4,2WD,Gasoline,pickup,7.0,18,25,21,5.0,no
CHEVROLET Colorado,2.9,4.0,Man-5,2WD,Gasoline,pickup,7.0,18,25,21,5.0,no
CHEVROLET Colorado,2.9,4.0,Auto-4,4WD,Gasoline,pickup,7.0,17,23,20,5.0,no
CHEVROLET Colorado,2.9,4.0,Man-5,4WD,Gasoline,pickup,7.0,18,24,20,5.0,no
CHEVROLET Colorado,3.7,5.0,Auto-4,2WD,Gasoline,pickup,7.0,15,20,17,3.0,no
CHEVROLET Colorado,3.7,5.0,Auto-4,2WD,Gasoline,pickup,7.0,17,23,19,4.0,no
CHEVROLET Colorado,3.7,5.0,Auto-4,4WD,Gasoline,pickup,7.0,16,21,18,4.0,no
CHEVROLET Colorado,3.7,5.0,Auto-4,4WD,Gasoline,pickup,7.0,17,23,19,4.0,no
CHEVROLET Colorado,5.3,8.0,Auto-4,2WD,Gasoline,pickup,7.0,15,20,17,3.0,no
CHEVROLET Colorado,5.3,8.0,Auto-4,4WD,Gasoline,pickup,7.0,14,19,16,3.0,no
CHEVROLET Corvette,6.2,8.0,SemiAuto-6,2WD,Gasoline,small car,7.0,15,25,18,4.0,no
CHEVROLET Corvette,6.2,8.0,Man-6,2WD,Gasoline,small car,7.0,16,26,19,4.0,no
CHEVROLET Corvette,6.2,8.0,Man-6,2WD,Gasoline,small car,6.0,14,20,16,3.0,no
CHEVROLET Corvette,7.0,8.0,Man-6,2WD,Gasoline,small car,6.0,15,24,18,4.0,no
CHEVROLET Equinox,2.4,4.0,Auto-6,2WD,Gasoline,SUV,7.0,22,32,26,7.0,yes
CHEVROLET Equinox,2.4,4.0,Auto-6,4WD,Gasoline,SUV,7.0,20,29,23,6.0,yes
CHEVROLET Equinox,3.0,6.0,Auto-6,2WD,Gasoline,SUV,7.0,17,25,20,5.0,no
CHEVROLET Equinox,3.0,6.0,Auto-6,4WD,Gasoline,SUV,7.0,17,24,20,5.0,no
CHEVROLET Express 1500,4.3,6.0,Auto-4,2WD,Gasoline,van,6.0,15,20,17,3.0,no
CHEVROLET HHR,2.0,4.0,Auto-4,2WD,Gasoline,SUV,6.0,19,29,23,6.0,no
CHEVROLET HHR,2.0,4.0,Man-5,2WD,Gasoline,SUV,6.0,21,29,24,7.0,yes
CHEVROLET Impala,3.5,6.0,Auto-4,2WD,Gasoline,large car,9.0,18,29,22,6.0,yes
CHEVROLET Impala,3.5,6.0,Auto-4,2WD,Gasoline,large car,6.0,18,29,22,6.0,no
CHEVROLET Malibu,2.4,4.0,Auto-4,2WD,Gasoline,midsize car,9.0,22,30,25,7.0,yes
CHEVROLET Malibu,3.5,6.0,Auto-4,2WD,Gasoline,midsize car,9.0,18,29,22,6.0,yes
CHEVROLET Malibu,2.4,4.0,Auto-4,2WD,Gasoline,midsize car,6.0,22,30,25,7.0,yes
CHEVROLET Malibu,2.4,4.0,SemiAuto-6,2WD,Gasoline,midsize car,6.0,22,33,26,7.0,yes
CHEVROLET Malibu,3.5,6.0,Auto-4,2WD,Gasoline,midsize car,6.0,18,29,22,6.0,no
CHEVROLET Malibu,3.6,6.0,SemiAuto-6,2WD,Gasoline,midsize car,6.0,17,26,20,5.0,no
CHEVROLET Malibu Hybrid,2.4,4.0,Auto-4,2WD,Gasoline,midsize car,6.0,26,34,29,8.0,yes
CHEVROLET Silverado 15,4.3,6.0,Auto-4,2WD,Gasoline,pickup,6.0,15,20,17,3.0,no
CHEVROLET Silverado 15,4.3,6.0,Auto-4,4WD,Gasoline,pickup,6.0,14,18,15,2.0,no
CHEVROLET Silverado 15 Hybrid,6.0,8.0,CVT,2WD,Gasoline,pickup,6.0,21,22,22,6.0,no
CHEVROLET Silverado 15 Hybrid,6.0,8.0,CVT,4WD,Gasoline,pickup,6.0,21,22,21,5.0,no
CHEVROLET Tahoe 1500 Hybrid,6.0,8.0,CVT,2WD,Gasoline,SUV,6.0,21,22,22,6.0,no
CHEVROLET Tahoe 1500 Hybrid,6.0,8.0,CVT,4WD,Gasoline,SUV,6.0,21,22,21,5.0,no
CHEVROLET Traverse,3.6,6.0,Auto-6,2WD,Gasoline,SUV,7.0,17,24,19,4.0,no
CHEVROLET Traverse,3.6,6.0,Auto-6,4WD,Gasoline,SUV,7.0,16,23,19,4.0,no
CHEVROLET Traverse,3.6,6.0,Auto-6,2WD,Gasoline,SUV,6.0,17,24,19,4.0,no
CHEVROLET Traverse,3.6,6.0,Auto-6,4WD,Gasoline,SUV,6.0,16,23,19,4.0,no
CHRYSLER 300,5.7,8.0,Auto-5,4WD,Gasoline,large car,7.0,16,23,18,4.0,no
CHRYSLER 300,3.5,6.0,Auto-5,4WD,Gasoline,large car,6.0,17,23,19,4.0,no
CHRYSLER 300/SRT-8,5.7,8.0,Auto-5,2WD,Gasoline,large car,7.0,16,25,19,4.0,no
CHRYSLER 300/SRT-8,2.7,6.0,Auto-4,2WD,Gasoline,large car,6.0,18,26,21,5.0,no
CHRYSLER 300/SRT-8,3.5,6.0,Auto-4,2WD,Gasoline,large car,6.0,17,25,20,5.0,no
CHRYSLER 300/SRT-8,6.1,8.0,Auto-5,2WD,Gasoline,large car,6.0,13,19,15,2.0,no
CHRYSLER PT Cruiser,2.4,4.0,Auto-4,2WD,Gasoline,SUV,6.0,19,24,21,5.0,no
CHRYSLER Sebring,2.4,4.0,Auto-4,2WD,Gasoline,midsize car,9.0,21,30,24,7.0,yes
CHRYSLER Sebring,2.4,4.0,Auto-4,2WD,Gasoline,midsize car,7.0,21,30,24,7.0,yes
CHRYSLER Sebring,3.5,6.0,Auto-6,2WD,Gasoline,midsize car,7.0,16,27,20,5.0,no
CHRYSLER Sebring,2.7,6.0,Auto-4,2WD,Gasoline,midsize car,6.0,19,27,22,6.0,no
CHRYSLER Sebring,2.7,6.0,Auto-4,2WD,Gasoline,midsize car,3.0,19,27,22,6.0,no
CHRYSLER Sebring Convertible,2.4,4.0,Auto-4,2WD,Gasoline,small car,7.0,20,29,23,6.0,yes
CHRYSLER Sebring Convertible,3.5,6.0,Auto-6,2WD,Gasoline,small car,7.0,16,27,20,5.0,no
CHRYSLER Sebring Convertible,2.7,6.0,Auto-4,2WD,Gasoline,small car,6.0,18,26,21,5.0,no
CHRYSLER Sebring Convertible,2.7,6.0,Auto-4,2WD,Gasoline,small car,3.0,18,26,21,5.0,no
CHRYSLER Town & Country,3.3,6.0,Auto-4,2WD,Gasoline,minivan,7.0,17,24,19,4.0,no
CHRYSLER Town & Country,3.3,6.0,Auto-4,2WD,Ethanol,minivan,7.0,12,17,13,4.0,no
CHRYSLER Town & Country,3.8,6.0,Auto-6,2WD,Gasoline,minivan,7.0,16,23,18,4.0,no
CHRYSLER Town & Country,3.8,6.0,Auto-6,2WD,Gasoline,minivan,6.0,16,23,18,4.0,no
CHRYSLER Town & Country,4.0,6.0,Auto-6,2WD,Gasoline,minivan,6.0,17,25,20,5.0,no
DODGE Avenger,2.4,4.0,Auto-4,2WD,Gasoline,midsize car,9.0,21,30,24,7.0,yes
DODGE Avenger,2.4,4.0,Auto-4,2WD,Gasoline,midsize car,7.0,21,30,24,7.0,yes
DODGE Avenger,3.5,6.0,Auto-6,2WD,Gasoline,midsize car,7.0,16,27,20,5.0,no
DODGE Avenger,2.7,6.0,Auto-4,2WD,Gasoline,midsize car,6.0,19,27,22,6.0,no
DODGE Avenger,2.7,6.0,Auto-4,2WD,Gasoline,midsize car,3.0,19,27,22,6.0,no
DODGE Caliber,2.0,4.0,CVT,2WD,Gasoline,station wagon,7.0,23,27,25,7.0,yes
DODGE Caliber,2.4,4.0,CVT,2WD,Gasoline,station wagon,7.0,21,25,23,6.0,yes
DODGE Caliber,2.4,4.0,Man-5,2WD,Gasoline,station wagon,7.0,23,29,25,7.0,yes
DODGE Caliber,2.0,4.0,CVT,2WD,Gasoline,station wagon,6.0,23,27,25,7.0,yes
DODGE Caliber,2.0,4.0,Man-5,2WD,Gasoline,station wagon,6.0,23,31,26,7.0,yes
DODGE Caliber,2.4,4.0,CVT,2WD,Gasoline,station wagon,6.0,21,25,23,6.0,no
DODGE Caliber,2.4,4.0,Man-5,2WD,Gasoline,station wagon,6.0,23,29,25,7.0,yes
DODGE Challenger,5.7,8.0,Auto-5,2WD,Gasoline,small car,7.0,16,25,19,4.0,no
DODGE Challenger,3.5,6.0,Auto-5,2WD,Gasoline,small car,6.0,17,25,20,5.0,no
DODGE Challenger,5.7,8.0,Man-6,2WD,Gasoline,small car,6.0,15,24,18,4.0,no
DODGE Challenger,6.1,8.0,Auto-5,2WD,Gasoline,small car,6.0,13,19,15,2.0,no
DODGE Challenger,6.1,8.0,Man-6,2WD,Gasoline,small car,6.0,14,22,16,3.0,no
DODGE Charger,5.7,8.0,Auto-5,4WD,Gasoline,large car,7.0,16,23,18,4.0,no
DODGE Charger,5.7,8.0,Auto-5,2WD,Gasoline,large car,7.0,16,25,19,4.0,no
DODGE Charger,2.7,6.0,Auto-4,2WD,Gasoline,large car,6.0,18,26,21,5.0,no
DODGE Charger,3.5,6.0,Auto-5,4WD,Gasoline,large car,6.0,17,23,19,4.0,no
DODGE Charger,3.5,6.0,Auto-4,2WD,Gasoline,large car,6.0,17,25,20,5.0,no
DODGE Charger,6.1,8.0,Auto-5,2WD,Gasoline,large car,6.0,13,19,15,2.0,no
DODGE Dakota,3.7,6.0,Auto-4,2WD,Gasoline,pickup,7.0,15,20,17,3.0,no
DODGE Dakota,3.7,6.0,Auto-4,4WD,Gasoline,pickup,7.0,14,18,15,2.0,no
DODGE Grand Caravan,3.3,6.0,Auto-4,2WD,Gasoline,minivan,7.0,17,24,19,4.0,no
DODGE Grand Caravan,3.3,6.0,Auto-4,2WD,Ethanol,minivan,7.0,12,17,13,4.0,no
DODGE Grand Caravan,3.8,6.0,Auto-6,2WD,Gasoline,minivan,7.0,16,23,18,4.0,no
DODGE Grand Caravan,3.8,6.0,Auto-6,2WD,Gasoline,minivan,6.0,16,23,18,4.0,no
DODGE Grand Caravan,4.0,6.0,Auto-6,2WD,Gasoline,minivan,6.0,17,25,20,5.0,no
DODGE Journey,2.4,4.0,Auto-4,2WD,Gasoline,SUV,7.0,19,25,21,5.0,no
DODGE Journey,3.5,6.0,Auto-6,2WD,Gasoline,SUV,6.0,16,24,19,4.0,no
DODGE Journey,3.5,6.0,Auto-6,4WD,Gasoline,SUV,6.0,15,23,18,4.0,no
DODGE Nitro,3.7,6.0,Auto-4,2WD,Gasoline,SUV,7.0,16,22,18,4.0,no
DODGE Nitro,3.7,6.0,Auto-4,4WD,Gasoline,SUV,7.0,15,21,17,3.0,no
DODGE Nitro,4.0,6.0,Auto-5,2WD,Gasoline,SUV,6.0,16,21,18,4.0,no
DODGE Nitro,4.0,6.0,Auto-5,4WD,Gasoline,SUV,6.0,16,20,17,3.0,no
DODGE RAM 1500,3.7,6.0,Auto-4,2WD,Gasoline,pickup,7.0,14,20,16,3.0,no
DODGE RAM 1500,5.7,8.0,Auto-5,2WD,Gasoline,pickup,7.0,14,20,16,3.0,no
DODGE RAM 1500,5.7,8.0,Auto-5,4WD,Gasoline,pickup,7.0,13,18,15,2.0,no
DODGE RAM 1500,5.7,8.0,Auto-5,2WD,Gasoline,pickup,6.0,14,20,16,3.0,no
DODGE RAM 1500,5.7,8.0,Auto-5,4WD,Gasoline,pickup,6.0,13,18,15,2.0,no
DODGE Viper,8.4,10.0,Man-6,2WD,Gasoline,small car,6.0,13,22,16,3.0,no
DODGE Viper Convertible,8.4,10.0,Man-6,2WD,Gasoline,small car,6.0,13,22,16,3.0,no
FERRARI 458 Italia,4.5,8.0,AutoMan-7,2WD,Gasoline,small car,6.0,12,18,14,1.0,no
FERRARI 599 GTB Fiorano,5.9,12.0,AutoMan-6,2WD,Gasoline,small car,6.0,11,15,12,0.0,no
FERRARI 599 GTB Fiorano,5.9,12.0,Man-6,2WD,Gasoline,small car,6.0,11,15,12,0.0,no
FERRARI 612 Scaglietti,5.7,12.0,AutoMan-6,2WD,Gasoline,midsize car,6.0,9,16,12,0.0,no
FERRARI 612 Scaglietti,5.7,12.0,Man-6,2WD,Gasoline,midsize car,6.0,10,15,12,0.0,no
FERRARI California,4.3,8.0,AutoMan-7,2WD,Gasoline,small car,6.0,13,19,15,2.0,no
FORD Edge,3.5,6.0,Auto-6,2WD,Gasoline,SUV,7.0,18,25,20,5.0,no
FORD Edge,3.5,6.0,Auto-6,4WD,Gasoline,SUV,7.0,17,23,19,4.0,no
FORD Edge,3.5,6.0,Auto-6,2WD,Gasoline,SUV,6.0,18,25,20,5.0,no
FORD Edge,3.5,6.0,Auto-6,4WD,Gasoline,SUV,6.0,17,23,19,4.0,no
FORD Escape,2.5,4.0,Auto-6,2WD,Gasoline,SUV,7.0,21,28,23,6.0,yes
FORD Escape,2.5,4.0,Man-5,2WD,Gasoline,SUV,7.0,22,28,24,7.0,yes
FORD Escape,2.5,4.0,Auto-6,4WD,Gasoline,SUV,7.0,20,26,22,6.0,yes
FORD Escape,2.5,4.0,Auto-6,2WD,Gasoline,SUV,6.0,21,28,23,6.0,no
FORD Escape,2.5,4.0,Man-5,2WD,Gasoline,SUV,6.0,22,28,24,7.0,yes
FORD Escape,2.5,4.0,Auto-6,4WD,Gasoline,SUV,6.0,20,26,22,6.0,no
FORD Escape Hybrid,2.5,4.0,CVT,2WD,Gasoline,SUV,9.0,34,31,32,9.0,yes
FORD Escape Hybrid,2.5,4.0,CVT,4WD,Gasoline,SUV,9.0,30,27,29,8.0,yes
FORD Escape Hybrid,2.5,4.0,CVT,2WD,Gasoline,SUV,8.0,34,31,32,9.0,yes
FORD Escape Hybrid,2.5,4.0,CVT,4WD,Gasoline,SUV,8.0,30,27,29,8.0,yes
FORD Explorer,4.0,6.0,Auto-5,2WD,Gasoline,SUV,7.0,14,20,16,3.0,no
FORD Explorer,4.0,6.0,Auto-5,4WD,Gasoline,SUV,7.0,13,19,15,2.0,no
FORD Explorer,4.6,8.0,Auto-6,2WD,Gasoline,SUV,7.0,15,21,17,3.0,no
FORD Explorer,4.6,8.0,Auto-6,4WD,Gasoline,SUV,7.0,14,19,16,3.0,no
FORD Explorer Sport Trac,4.0,6.0,Auto-5,2WD,Gasoline,pickup,7.0,14,20,16,3.0,no
FORD Explorer Sport Trac,4.0,6.0,Auto-5,4WD,Gasoline,pickup,7.0,13,19,15,2.0,no
FORD Explorer Sport Trac,4.6,8.0,Auto-6,2WD,Gasoline,pickup,7.0,15,21,17,3.0,no
FORD Explorer Sport Trac,4.6,8.0,Auto-6,4WD,Gasoline,pickup,7.0,14,19,16,3.0,no
FORD F150,4.6,8.0,Auto-4,2WD,Gasoline,pickup,7.0,15,19,16,3.0,no
FORD F150,4.6,8.0,Auto-6,2WD,Gasoline,pickup,7.0,15,21,17,3.0,no
FORD F150,4.6,8.0,Auto-4,4WD,Gasoline,pickup,7.0,14,18,16,3.0,no
FORD F150,4.6,8.0,Auto-6,4WD,Gasoline,pickup,7.0,14,20,16,3.0,no
FORD Flex,3.5,6.0,Auto-6,2WD,Gasoline,SUV,7.0,17,24,20,5.0,no
FORD Flex,3.5,6.0,Auto-6,4WD,Gasoline,SUV,7.0,16,22,18,4.0,no
FORD Flex,3.5,6.0,SemiAuto-6,4WD,Gasoline,SUV,7.0,16,22,18,4.0,no
FORD Flex,3.5,6.0,Auto-6,2WD,Gasoline,SUV,6.0,17,24,20,5.0,no
FORD Flex,3.5,6.0,Auto-6,4WD,Gasoline,SUV,6.0,16,22,18,4.0,no
FORD Flex,3.5,6.0,SemiAuto-6,4WD,Gasoline,SUV,6.0,16,22,18,4.0,no
FORD Focus,2.0,4.0,Auto-4,2WD,Gasoline,small car,9.0,24,34,28,8.0,yes
FORD Focus,2.0,4.0,Man-5,2WD,Gasoline,small car,9.0,24,35,28,8.0,yes
FORD Focus,2.0,4.0,Auto-4,2WD,Gasoline,small car,8.0,24,34,28,8.0,yes
FORD Focus,2.0,4.0,Man-5,2WD,Gasoline,small car,8.0,24,35,28,8.0,yes
FORD Focus,2.0,4.0,Auto-4,2WD,Gasoline,small car,7.0,24,34,28,8.0,yes
FORD Focus,2.0,4.0,Man-5,2WD,Gasoline,small car,7.0,24,35,28,8.0,yes
FORD Fusion,2.5,4.0,Man-6,2WD,Gasoline,midsize car,7.0,22,29,24,7.0,yes
FORD Fusion,2.5,4.0,Auto-6,2WD,Gasoline,midsize car,7.0,22,31,25,7.0,yes
FORD Fusion,3.5,6.0,SemiAuto-6,4WD,Gasoline,midsize car,7.0,17,24,19,4.0,no
FORD Fusion,3.5,6.0,SemiAuto-6,2WD,Gasoline,midsize car,7.0,18,27,21,5.0,no
FORD Fusion,2.5,4.0,Man-6,2WD,Gasoline,midsize car,6.0,22,29,24,7.0,yes
FORD Fusion,2.5,4.0,Auto-6,2WD,Gasoline,midsize car,6.0,22,31,25,7.0,yes
FORD Fusion,3.5,6.0,SemiAuto-6,4WD,Gasoline,midsize car,6.0,17,24,19,4.0,no
FORD Fusion,3.5,6.0,SemiAuto-6,2WD,Gasoline,midsize car,6.0,18,27,21,5.0,no
FORD Fusion Hybrid,2.5,4.0,CVT,2WD,Gasoline,midsize car,9.0,41,36,39,10.0,yes
FORD Fusion Hybrid,2.5,4.0,CVT,2WD,Gasoline,midsize car,8.0,41,36,39,10.0,yes
FORD Fusion S,2.5,4.0,Man-6,2WD,Gasoline,midsize car,7.0,22,31,25,7.0,yes
FORD Fusion S,2.5,4.0,Auto-6,2WD,Gasoline,midsize car,7.0,23,34,27,7.0,yes
FORD Fusion S,2.5,4.0,Man-6,2WD,Gasoline,midsize car,6.0,22,31,25,7.0,yes
FORD Fusion S,2.5,4.0,Auto-6,2WD,Gasoline,midsize car,6.0,23,34,27,7.0,yes
FORD Mustang,4.0,6.0,Auto-5,2WD,Gasoline,small car,7.0,16,24,19,4.0,no
FORD Mustang,4.0,6.0,Man-5,2WD,Gasoline,small car,7.0,18,26,21,5.0,no
FORD Mustang,4.0,6.0,Auto-5,2WD,Gasoline,small car,6.0,16,24,19,4.0,no
FORD Mustang,4.0,6.0,Man-5,2WD,Gasoline,small car,6.0,18,26,21,5.0,no
FORD Mustang,4.6,8.0,Man-5,2WD,Gasoline,small car,6.0,16,24,19,4.0,no
FORD Mustang,4.6,8.0,Auto-5,2WD,Gasoline,small car,6.0,17,23,19,4.0,no
FORD Mustang,5.4,8.0,Man-6,2WD,Gasoline,small car,6.0,14,22,17,3.0,no
FORD Ranger,2.3,4.0,Auto-5,2WD,Gasoline,pickup,7.0,19,24,21,5.0,no
FORD Ranger,2.3,4.0,Man-5,2WD,Gasoline,pickup,7.0,22,27,24,7.0,yes
FORD Ranger,2.3,4.0,Auto-5,2WD,Gasoline,pickup,6.0,19,24,21,5.0,no
FORD Ranger,2.3,4.0,Man-5,2WD,Gasoline,pickup,6.0,22,27,24,7.0,yes
FORD Ranger,4.0,6.0,Man-5,2WD,Gasoline,pickup,6.0,15,21,17,3.0,no
FORD Ranger,4.0,6.0,Auto-5,2WD,Gasoline,pickup,6.0,16,21,18,4.0,no
FORD Ranger,4.0,6.0,Auto-5,4WD,Gasoline,pickup,6.0,14,18,15,2.0,no
FORD Ranger,4.0,6.0,Man-5,4WD,Gasoline,pickup,6.0,15,19,17,3.0,no
FORD Taurus,3.5,6.0,SemiAuto-6,4WD,Gasoline,large car,7.0,17,25,20,5.0,no
FORD Taurus,3.5,6.0,SemiAuto-6,2WD,Gasoline,large car,7.0,18,27,21,5.0,no
FORD Taurus,3.5,6.0,SemiAuto-6,4WD,Gasoline,large car,6.0,17,25,20,5.0,no
FORD Taurus,3.5,6.0,SemiAuto-6,2WD,Gasoline,large car,6.0,18,27,21,5.0,no
FORD Transit Connect,2.0,4.0,Auto-4,2WD,Gasoline,special purpose,7.0,22,25,23,6.0,yes
GMC Acadia,3.6,6.0,Auto-6,2WD,Gasoline,SUV,7.0,17,24,19,4.0,no
GMC Acadia,3.6,6.0,Auto-6,4WD,Gasoline,SUV,7.0,16,23,19,4.0,no
GMC Acadia,3.6,6.0,Auto-6,2WD,Gasoline,SUV,6.0,17,24,19,4.0,no
GMC Acadia,3.6,6.0,Auto-6,4WD,Gasoline,SUV,6.0,16,23,19,4.0,no
GMC Canyon,2.9,4.0,Auto-4,2WD,Gasoline,pickup,7.0,18,25,21,5.0,no
GMC Canyon,2.9,4.0,Man-5,2WD,Gasoline,pickup,7.0,18,25,21,5.0,no
GMC Canyon,2.9,4.0,Auto-4,4WD,Gasoline,pickup,7.0,17,23,20,5.0,no
GMC Canyon,2.9,4.0,Man-5,4WD,Gasoline,pickup,7.0,18,24,20,5.0,no
GMC Canyon,3.7,5.0,Auto-4,2WD,Gasoline,pickup,7.0,15,20,17,3.0,no
GMC Canyon,3.7,5.0,Auto-4,2WD,Gasoline,pickup,7.0,17,23,19,4.0,no
GMC Canyon,3.7,5.0,Auto-4,4WD,Gasoline,pickup,7.0,16,21,18,4.0,no
GMC Canyon,3.7,5.0,Auto-4,4WD,Gasoline,pickup,7.0,17,23,19,4.0,no
GMC Canyon,5.3,8.0,Auto-4,2WD,Gasoline,pickup,7.0,15,20,17,3.0,no
GMC Canyon,5.3,8.0,Auto-4,4WD,Gasoline,pickup,7.0,14,19,16,3.0,no
GMC Savana 1500,4.3,6.0,Auto-4,2WD,Gasoline,van,6.0,15,20,17,3.0,no
GMC Sierra 15,4.3,6.0,Auto-4,2WD,Gasoline,pickup,6.0,15,20,17,3.0,no
GMC Sierra 15,4.3,6.0,Auto-4,4WD,Gasoline,pickup,6.0,14,18,15,2.0,no
GMC Sierra 15 Hybrid,6.0,8.0,CVT,2WD,Gasoline,pickup,6.0,21,22,22,6.0,no
GMC Sierra 15 Hybrid,6.0,8.0,CVT,4WD,Gasoline,pickup,6.0,21,22,21,5.0,no
