model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
KIA Rondo,2.7,6.0,Auto-5,2WD,Gasoline,station wagon,7.0,18,26,21,5.0,no
KIA Rondo,2.4,4.0,Auto-4,2WD,Gasoline,station wagon,6.0,20,27,22,6.0,no
KIA Rondo,2.7,6.0,Auto-5,2WD,Gasoline,station wagon,6.0,18,26,21,5.0,no
KIA Sedona,3.8,6.0,Auto-5,2WD,Gasoline,minivan,7.0,17,23,19,4.0,no
KIA Sedona,3.8,6.0,Auto-5,2WD,Gasoline,minivan,6.0,17,23,19,4.0,no
KIA Soul,1.6,4.0,Auto-4,2WD,Gasoline,station wagon,7.0,26,31,28,8.0,yes
KIA Soul,1.6,4.0,Man-5,2WD,Gasoline,station wagon,7.0,26,31,28,8.0,yes
KIA Soul,2.0,4.0,Auto-4,2WD,Gasoline,station wagon,7.0,24,30,26,7.0,yes
KIA Soul,2.0,4.0,Man-5,2WD,Gasoline,station wagon,7.0,24,30,26,7.0,yes
KIA Soul,1.6,4.0,Auto-4,2WD,Gasoline,station wagon,6.0,26,31,28,8.0,yes
KIA Soul,1.6,4.0,Man-5,2WD,Gasoline,station wagon,6.0,26,31,28,8.0,yes
KIA Soul,2.0,4.0,Auto-4,2WD,Gasoline,station wagon,6.0,24,30,26,7.0,yes
KIA Soul,2.0,4.0,Man-5,2WD,Gasoline,station wagon,6.0,24,30,26,7.0,yes
KIA Sportage,2.0,4.0,Auto-4,2WD,Gasoline,SUV,7.0,20,25,22,6.0,yes
KIA Sportage,2.0,4.0,Man-5,2WD,Gasoline,SUV,7.0,20,25,22,6.0,yes
KIA Sportage,2.0,4.0,Man-5,4WD,Gasoline,SUV,7.0,19,24,21,5.0,no
KIA Sportage,2.7,6.0,Auto-4,2WD,Gasoline,SUV,7.0,18,23,20,5.0,no
KIA Sportage,2.7,6.0,Auto-4,4WD,Gasoline,SUV,7.0,18,23,20,5.0,no
KIA Sportage,2.0,4.0,Auto-4,2WD,Gasoline,SUV,6.0,20,25,22,6.0,no
KIA Sportage,2.0,4.0,Man-5,2WD,Gasoline,SUV,6.0,20,25,22,6.0,no
KIA Sportage,2.0,4.0,Man-5,4WD,Gasoline,SUV,6.0,19,24,21,5.0,no
KIA Sportage,2.7,6.0,Auto-4,2WD,Gasoline,SUV,6.0,18,23,20,5.0,no
KIA Sportage,2.7,6.0,Auto-4,4WD,Gasoline,SUV,6.0,18,23,20,5.0,no
LAMBORGHINI Gallardo Coupe,5.2,10.0,Man-6,4WD,Gasoline,small car,6.0,12,20,15,2.0,no
LAMBORGHINI Gallardo Coupe,5.2,10.0,AutoMan-6,4WD,Gasoline,small car,6.0,14,20,16,3.0,no
LAMBORGHINI Gallardo Spyder,5.2,10.0,Man-6,4WD,Gasoline,small car,6.0,12,20,14,1.0,no
LAMBORGHINI Gallardo Spyder,5.2,10.0,AutoMan-6,4WD,Gasoline,small car,6.0,13,20,16,3.0,no
LAMBORGHINI Murcielago,6.5,12.0,Man-6,4WD,Gasoline,small car,6.0,8,13,10,0.0,no
LAMBORGHINI Murcielago,6.5,12.0,AutoMan-6,4WD,Gasoline,small car,6.0,9,14,11,0.0,no
LAMBORGHINI Murcielago Reventon Roadster,6.5,12.0,AutoMan-6,4WD,Gasoline,small car,6.0,9,14,11,0.0,no
LAMBORGHINI Murcielago Roadster,6.5,12.0,Man-6,4WD,Gasoline,small car,6.0,8,13,10,0.0,no
LAMBORGHINI Murcielago Roadster,6.5,12.0,AutoMan-6,4WD,Gasoline,small car,6.0,9,14,11,0.0,no
LAND ROVER LR2,3.2,6.0,SemiAuto-6,4WD,Gasoline,SUV,7.0,15,22,17,3.0,no
LAND ROVER LR2,3.2,6.0,SemiAuto-6,4WD,Gasoline,SUV,6.0,15,22,17,3.0,no
LAND ROVER LR4,5.0,8.0,SemiAuto-6,4WD,Gasoline,SUV,7.0,12,17,14,1.0,no
LAND ROVER LR4,5.0,8.0,SemiAuto-6,4WD,Gasoline,SUV,6.0,12,17,14,1.0,no
LAND ROVER Range Rover,5.0,8.0,SemiAuto-6,4WD,Gasoline,SUV,7.0,12,18,14,1.0,no
LAND ROVER Range Rover,5.0,8.0,SemiAuto-6,4WD,Gasoline,SUV,6.0,12,18,14,1.0,no
LAND ROVER Range Rover Sport,5.0,8.0,SemiAuto-6,4WD,Gasoline,SUV,7.0,12,17,14,1.0,no
LAND ROVER Range Rover Sport,5.0,8.0,SemiAuto-6,4WD,Gasoline,SUV,7.0,13,18,15,2.0,no
LAND ROVER Range Rover Sport,5.0,8.0,SemiAuto-6,4WD,Gasoline,SUV,6.0,12,17,14,1.0,no
LAND ROVER Range Rover Sport,5.0,8.0,SemiAuto-6,4WD,Gasoline,SUV,6.0,13,18,15,2.0,no
LEXUS ES 350,3.5,6.0,SemiAuto-6,2WD,Gasoline,midsize car,7.0,19,27,22,6.0,yes
LEXUS ES 350,3.5,6.0,SemiAuto-6,2WD,Gasoline,midsize car,6.0,19,27,22,6.0,no
LEXUS GS 350,3.5,6.0,SemiAuto-6,4WD,Gasoline,midsize car,7.0,18,25,20,5.0,no
LEXUS GS 350,3.5,6.0,SemiAuto-6,2WD,Gasoline,midsize car,7.0,19,26,22,6.0,yes
LEXUS GS 350,3.5,6.0,SemiAuto-6,4WD,Gasoline,midsize car,6.0,18,25,20,5.0,no
LEXUS GS 350,3.5,6.0,SemiAuto-6,2WD,Gasoline,midsize car,6.0,19,26,22,6.0,no
LEXUS GS 450h,3.5,6.0,Other-1,2WD,Gasoline,small car,9.0,22,25,23,6.0,yes
LEXUS GS 450h,3.5,6.0,Other-1,2WD,Gasoline,small car,8.0,22,25,23,6.0,yes
LEXUS GS 460,4.6,8.0,SemiAuto-8,2WD,Gasoline,midsize car,7.0,17,24,20,5.0,no
LEXUS GS 460,4.6,8.0,SemiAuto-8,2WD,Gasoline,midsize car,6.0,17,24,20,5.0,no
LEXUS GX 460,4.6,8.0,SemiAuto-6,4WD,Gasoline,SUV,7.0,15,20,17,3.0,no
LEXUS GX 460,4.6,8.0,SemiAuto-6,4WD,Gasoline,SUV,6.0,15,20,17,3.0,no
LEXUS HS 250h,2.4,4.0,CVT,2WD,Gasoline,small car,9.0,35,34,35,9.0,yes
LEXUS HS 250h,2.4,4.0,CVT,2WD,Gasoline,small car,8.0,35,34,35,9.0,yes
LEXUS IS 250,2.5,6.0,SemiAuto-6,4WD,Gasoline,small car,7.0,20,26,22,6.0,yes
LEXUS IS 250,2.5,6.0,SemiAuto-6,4WD,Gasoline,small car,6.0,20,26,22,6.0,no
LEXUS IS 250/IS 250C,2.5,6.0,Man-6,2WD,Gasoline,small car,7.0,18,26,21,5.0,no
LEXUS IS 250/IS 250C,2.5,6.0,SemiAuto-6,2WD,Gasoline,small car,7.0,21,29,24,7.0,yes
LEXUS IS 250/IS 250C,2.5,6.0,Man-6,2WD,Gasoline,small car,6.0,18,26,21,5.0,no
LEXUS IS 250/IS 250C,2.5,6.0,SemiAuto-6,2WD,Gasoline,small car,6.0,21,29,24,7.0,yes
LEXUS IS 350/IS 350C,3.5,6.0,SemiAuto-6,2WD,Gasoline,small car,7.0,18,25,20,5.0,no
LEXUS IS 350/IS 350C,3.5,6.0,SemiAuto-6,2WD,Gasoline,small car,6.0,18,25,20,5.0,no
LEXUS IS F,5.0,8.0,SemiAuto-8,2WD,Gasoline,small car,7.0,16,23,18,4.0,no
LEXUS IS F,5.0,8.0,SemiAuto-8,2WD,Gasoline,small car,6.0,16,23,18,4.0,no
LEXUS LS 460,4.6,8.0,SemiAuto-8,4WD,Gasoline,midsize car,7.0,16,23,18,4.0,no
LEXUS LS 460,4.6,8.0,SemiAuto-8,2WD,Gasoline,midsize car,7.0,16,24,19,4.0,no
LEXUS LS 460,4.6,8.0,SemiAuto-8,4WD,Gasoline,midsize car,6.0,16,23,18,4.0,no
LEXUS LS 460,4.6,8.0,SemiAuto-8,2WD,Gasoline,midsize car,6.0,16,24,19,4.0,no
LEXUS LS 460 L,4.6,8.0,SemiAuto-8,4WD,Gasoline,midsize car,7.0,16,23,18,4.0,no
LEXUS LS 460 L,4.6,8.0,SemiAuto-8,2WD,Gasoline,midsize car,7.0,16,24,19,4.0,no
LEXUS LS 460 L,4.6,8.0,SemiAuto-8,4WD,Gasoline,midsize car,6.0,16,23,18,4.0,no
LEXUS LS 460 L,4.6,8.0,SemiAuto-8,2WD,Gasoline,midsize car,6.0,16,24,19,4.0,no
LEXUS LS 600h L,5.0,8.0,Other-1,4WD,Gasoline,midsize car,9.0,20,22,21,5.0,no
LEXUS LS 600h L,5.0,8.0,Other-1,4WD,Gasoline,midsize car,8.0,20,22,21,5.0,no
LEXUS LX 570,5.7,8.0,SemiAuto-6,4WD,Gasoline,SUV,7.0,12,18,14,1.0,no
LEXUS LX 570,5.7,8.0,SemiAuto-6,4WD,Gasoline,SUV,6.0,12,18,14,1.0,no
LEXUS RX 350,3.5,6.0,SemiAuto-6,2WD,Gasoline,SUV,7.0,18,25,21,5.0,no
LEXUS RX 350,3.5,6.0,SemiAuto-6,4WD,Gasoline,SUV,7.0,18,24,20,5.0,no
LEXUS RX 350,3.5,6.0,SemiAuto-6,2WD,Gasoline,SUV,6.0,18,25,21,5.0,no
LEXUS RX 350,3.5,6.0,SemiAuto-6,4WD,Gasoline,SUV,6.0,18,24,20,5.0,no
LEXUS RX 450h,3.5,6.0,Other-1,2WD,Gasoline,SUV,9.0,32,28,30,8.0,yes
LEXUS RX 450h,3.5,6.0,Other-1,4WD,Gasoline,SUV,9.0,30,28,29,8.0,yes
LEXUS RX 450h,3.5,6.0,Other-1,2WD,Gasoline,SUV,8.0,32,28,30,8.0,yes
LEXUS RX 450h,3.5,6.0,Other-1,4WD,Gasoline,SUV,8.0,30,28,29,8.0,yes
LEXUS SC 430,4.3,8.0,SemiAuto-6,2WD,Gasoline,small car,6.0,16,23,19,4.0,no
LEXUS SC 430,4.3,8.0,SemiAuto-6,2WD,Gasoline,small car,3.0,16,23,19,4.0,no
LINCOLN MKT,3.5,6.0,SemiAuto-6,4WD,Gasoline,SUV,7.0,16,22,18,4.0,no
LINCOLN MKT,3.7,6.0,SemiAuto-6,2WD,Gasoline,SUV,7.0,17,23,19,4.0,no
LINCOLN MKT,3.5,6.0,SemiAuto-6,4WD,Gasoline,SUV,6.0,16,22,18,4.0,no
LINCOLN MKT,3.7,6.0,SemiAuto-6,2WD,Gasoline,SUV,6.0,17,23,19,4.0,no
LINCOLN MKX,3.5,6.0,Auto-6,2WD,Gasoline,SUV,7.0,18,25,20,5.0,no
LINCOLN MKX,3.5,6.0,Auto-6,4WD,Gasoline,SUV,7.0,17,23,19,4.0,no
LINCOLN MKX,3.5,6.0,Auto-6,2WD,Gasoline,SUV,6.0,18,25,20,5.0,no
LINCOLN MKX,3.5,6.0,Auto-6,4WD,Gasoline,SUV,6.0,17,23,19,4.0,no
LINCOLN MKZ,3.5,6.0,SemiAuto-6,4WD,Gasoline,midsize car,7.0,17,24,19,4.0,no
LINCOLN MKZ,3.5,6.0,SemiAuto-6,2WD,Gasoline,midsize car,7.0,18,27,21,5.0,no
LINCOLN MKZ,3.5,6.0,SemiAuto-6,2WD,Gasoline,midsize car,6.0,18,27,21,5.0,no
LINCOLN Town Car,4.6,8.0,Auto-4,2WD,Gasoline,large car,6.0,13,19,15,2.0,no
LOTUS Elise/Exige,1.8,4.0,Man-6,2WD,Gasoline,small car,6.0,20,26,22,6.0,no
LOTUS Elise/Exige,1.8,4.0,Man-6,2WD,Gasoline,small car,6.0,21,27,23,6.0,no
LOTUS Evora,3.5,6.0,Man-6,2WD,Gasoline,small car,6.0,18,26,21,5.0,no
MASERATI Granturismo,4.2,8.0,Auto-6,2WD,Gasoline,small car,6.0,12,19,15,2.0,no
MASERATI Granturismo,4.7,8.0,Auto-6,2WD,Gasoline,small car,6.0,12,19,15,2.0,no
MASERATI Granturismo Convertible,4.7,8.0,Auto-6,2WD,Gasoline,small car,6.0,12,19,15,2.0,no
MASERATI Quattroporte,4.2,8.0,Auto-6,2WD,Gasoline,large car,6.0,11,17,14,1.0,no
MASERATI Quattroporte,4.7,8.0,Auto-6,2WD,Gasoline,large car,6.0,11,18,14,1.0,no
MAZDA 3,2.0,4.0,SemiAuto-5,2WD,Gasoline,small car,9.0,24,33,27,7.0,yes
MAZDA 3,2.0,4.0,Man-5,2WD,Gasoline,small car,9.0,25,33,28,8.0,yes
MAZDA 3,2.5,4.0,Man-6,2WD,Gasoline,small car,9.0,21,29,24,7.0,yes
MAZDA 3,2.5,4.0,SemiAuto-5,2WD,Gasoline,small car,9.0,22,29,25,7.0,yes
MAZDA 3,2.0,4.0,SemiAuto-5,2WD,Gasoline,small car,6.0,24,33,27,7.0,yes
MAZDA 3,2.0,4.0,Man-5,2WD,Gasoline,small car,6.0,25,33,28,8.0,yes
MAZDA 3,2.5,4.0,Man-6,2WD,Gasoline,small car,6.0,21,29,24,7.0,yes
MAZDA 3,2.5,4.0,SemiAuto-5,2WD,Gasoline,small car,6.0,22,29,25,7.0,yes
MAZDA 5,2.3,4.0,SemiAuto-5,2WD,Gasoline,minivan,6.0,21,27,23,6.0,no
MAZDA 5,2.3,4.0,Man-5,2WD,Gasoline,minivan,6.0,22,28,24,7.0,yes
MAZDA 6,2.5,4.0,SemiAuto-5,2WD,Gasoline,midsize car,9.0,21,30,24,7.0,yes
MAZDA 6,3.7,6.0,SemiAuto-6,2WD,Gasoline,midsize car,7.0,17,25,20,5.0,no
MAZDA 6,2.5,4.0,Man-6,2WD,Gasoline,midsize car,6.0,20,29,23,6.0,no
MAZDA 6,2.5,4.0,SemiAuto-5,2WD,Gasoline,midsize car,6.0,21,30,24,7.0,yes
MAZDA 6,3.7,6.0,SemiAuto-6,2WD,Gasoline,midsize car,6.0,17,25,20,5.0,no
MAZDA CX-7,2.5,4.0,SemiAuto-5,2WD,Gasoline,SUV,7.0,20,28,23,6.0,yes
MAZDA CX-7,2.3,4.0,SemiAuto-6,2WD,Gasoline,SUV,6.0,18,25,21,5.0,no
MAZDA CX-7,2.3,4.0,SemiAuto-6,4WD,Gasoline,SUV,6.0,17,23,19,4.0,no
MAZDA CX-7,2.5,4.0,SemiAuto-5,2WD,Gasoline,SUV,6.0,20,28,23,6.0,no
MAZDA CX-9,3.7,6.0,SemiAuto-6,2WD,Gasoline,SUV,7.0,16,22,18,4.0,no
MAZDA CX-9,3.7,6.0,SemiAuto-6,4WD,Gasoline,SUV,7.0,15,21,17,3.0,no
MAZDA CX-9,3.7,6.0,SemiAuto-6,2WD,Gasoline,SUV,6.0,16,22,18,4.0,no
MAZDA CX-9,3.7,6.0,SemiAuto-6,4WD,Gasoline,SUV,6.0,15,21,17,3.0,no
MAZDA MX-5,2.0,4.0,SemiAuto-6,2WD,Gasoline,small car,7.0,21,28,23,6.0,yes
MAZDA MX-5,2.0,4.0,Man-6,2WD,Gasoline,small car,7.0,21,28,24,7.0,yes
MAZDA MX-5,2.0,4.0,Man-5,2WD,Gasoline,small car,7.0,22,28,24,7.0,yes
MAZDA MX-5,2.0,4.0,SemiAuto-6,2WD,Gasoline,small car,6.0,21,28,23,6.0,no
MAZDA MX-5,2.0,4.0,Man-6,2WD,Gasoline,small car,6.0,21,28,24,7.0,yes
MAZDA MX-5,2.0,4.0,Man-5,2WD,Gasoline,small car,6.0,22,28,24,7.0,yes
MAZDA Mazdaspeed3,2.3,4.0,Man-6,2WD,Gasoline,midsize car,7.0,18,25,21,5.0,no
MAZDA Mazdaspeed3,2.3,4.0,Man-6,2WD,Gasoline,midsize car,6.0,18,25,21,5.0,no
MAZDA RX-8,1.3,2.0,Man-6,2WD,Gasoline,small car,6.0,16,22,18,4.0,no
MAZDA RX-8,1.3,2.0,SemiAuto-6,2WD,Gasoline,small car,6.0,16,23,19,4.0,no
MAZDA Tribute,2.5,4.0,Auto-6,2WD,Gasoline,SUV,7.0,21,28,23,6.0,yes
MAZDA Tribute,2.5,4.0,Man-5,2WD,Gasoline,SUV,7.0,22,28,24,7.0,yes
MAZDA Tribute,2.5,4.0,Auto-6,4WD,Gasoline,SUV,7.0,20,26,23,6.0,yes
MAZDA Tribute,2.5,4.0,Auto-6,2WD,Gasoline,SUV,6.0,21,28,23,6.0,no
MAZDA Tribute,2.5,4.0,Man-5,2WD,Gasoline,SUV,6.0,22,28,24,7.0,yes
MAZDA Tribute,2.5,4.0,Auto-6,4WD,Gasoline,SUV,6.0,20,26,23,6.0,no
MAZDA Tribute Hybrid,2.5,4.0,CVT,2WD,Gasoline,SUV,9.0,34,31,32,9.0,yes
MAZDA Tribute Hybrid,2.5,4.0,CVT,4WD,Gasoline,SUV,9.0,30,27,29,8.0,yes
MAZDA Tribute Hybrid,2.5,4.0,CVT,2WD,Gasoline,SUV,8.0,34,31,32,9.0,yes
MAZDA Tribute Hybrid,2.5,4.0,CVT,4WD,Gasoline,SUV,8.0,30,27,29,8.0,yes
MERCEDES-BENZ C300,3.0,6.0,Auto-7,2WD,Gasoline,small car,9.0,18,26,21,5.0,no
MERCEDES-BENZ C300,3.0,6.0,Auto-7,2WD,Gasoline,small car,7.0,18,26,21,5.0,no
MERCEDES-BENZ C300,3.0,6.0,Man-6,2WD,Gasoline,small car,7.0,18,26,21,5.0,no
MERCEDES-BENZ C300,3.0,6.0,Man-6,2WD,Gasoline,small car,6.0,18,26,21,5.0,no
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Gasoline,small car,9.0,17,24,20,5.0,no
MERCEDES-BENZ C300 4Matic,3.0,6.0,Auto-7,4WD,Gasoline,small car,7.0,17,24,20,5.0,no
MERCEDES-BENZ C350,3.5,6.0,Auto-7,2WD,Gasoline,small car,9.0,17,25,20,5.0,no
MERCEDES-BENZ C350,3.5,6.0,Auto-7,2WD,Gasoline,small car,7.0,17,25,20,5.0,no
MERCEDES-BENZ C63 AMG,6.3,8.0,Auto-7,2WD,Gasoline,small car,6.0,12,19,15,2.0,no
MERCEDES-BENZ CL550 4Matic,5.5,8.0,Auto-7,4WD,Gasoline,small car,7.0,14,21,17,3.0,no
MERCEDES-BENZ CL550 4Matic,5.5,8.0,Auto-7,4WD,Gasoline,small car,6.0,14,21,17,3.0,no
MERCEDES-BENZ CL600,5.5,12.0,Auto-5,2WD,Gasoline,small car,6.0,11,17,14,1.0,no
MERCEDES-BENZ CL63 AMG,6.3,8.0,Auto-7,2WD,Gasoline,small car,6.0,11,18,14,1.0,no
MERCEDES-BENZ CL65 AMG,6.0,12.0,Auto-5,2WD,Gasoline,small car,6.0,11,17,13,0.0,no
MERCEDES-BENZ CLS550,5.5,8.0,Auto-7,2WD,Gasoline,small car,7.0,14,21,16,3.0,no
MERCEDES-BENZ CLS63 AMG,6.3,8.0,Auto-7,2WD,Gasoline,small car,6.0,12,18,14,1.0,no
MERCEDES-BENZ E350,3.5,6.0,Auto-7,2WD,Gasoline,midsize car,9.0,18,26,21,5.0,no
MERCEDES-BENZ E350,3.5,6.0,Auto-7,2WD,Gasoline,small car,9.0,17,26,20,5.0,no
MERCEDES-BENZ E350,3.5,6.0,Auto-7,2WD,Gasoline,midsize car,7.0,18,26,21,5.0,no
MERCEDES-BENZ E350,3.5,6.0,Auto-7,2WD,Gasoline,small car,7.0,17,26,20,5.0,no
MERCEDES-BENZ E350 4Matic,3.5,6.0,Auto-7,4WD,Gasoline,midsize car,7.0,17,24,19,4.0,no
MERCEDES-BENZ E350 4Matic,3.5,6.0,Auto-7,4WD,Gasoline,midsize car,6.0,17,24,19,4.0,no
MERCEDES-BENZ E550,5.5,8.0,Auto-7,2WD,Gasoline,midsize car,7.0,16,24,18,4.0,no
MERCEDES-BENZ E550,5.5,8.0,Auto-7,2WD,Gasoline,small car,7.0,15,23,18,4.0,no
MERCEDES-BENZ E550,5.5,8.0,Auto-7,2WD,Gasoline,small car,6.0,15,23,18,4.0,no
MERCEDES-BENZ E550 4Matic,5.5,8.0,Auto-7,4WD,Gasoline,midsize car,7.0,15,23,18,4.0,no
MERCEDES-BENZ E550 4Matic,5.5,8.0,Auto-7,4WD,Gasoline,midsize car,6.0,15,23,18,4.0,no
MERCEDES-BENZ E63 AMG,6.3,8.0,Auto-7,2WD,Gasoline,midsize car,6.0,13,20,15,2.0,no
MERCEDES-BENZ G55 AMG,5.4,8.0,Auto-5,4WD,Gasoline,SUV,6.0,11,15,12,0.0,no
MERCEDES-BENZ G550,5.5,8.0,Auto-7,4WD,Gasoline,SUV,7.0,11,15,13,0.0,no
MERCEDES-BENZ G550,5.5,8.0,Auto-7,4WD,Gasoline,SUV,6.0,11,15,13,0.0,no
MERCEDES-BENZ GL350 Bluetec,3.0,6.0,Auto-7,4WD,Diesel,SUV,7.0,17,23,19,3.0,no
MERCEDES-BENZ GL350 Bluetec,3.0,6.0,Auto-7,4WD,Diesel,SUV,6.0,17,23,19,3.0,no
MERCEDES-BENZ GL450 4Matic,4.7,8.0,Auto-7,4WD,Gasoline,SUV,7.0,13,17,14,1.0,no
MERCEDES-BENZ GL450 4Matic,4.7,8.0,Auto-7,4WD,Gasoline,SUV,6.0,13,17,14,1.0,no
MERCEDES-BENZ GL550 4Matic,5.5,8.0,Auto-7,4WD,Gasoline,SUV,7.0,12,17,14,1.0,no
MERCEDES-BENZ GL550 4Matic,5.5,8.0,Auto-7,4WD,Gasoline,SUV,6.0,12,17,14,1.0,no
MERCEDES-BENZ GLK350,3.5,6.0,Auto-7,2WD,Gasoline,SUV,9.0,16,22,18,4.0,no
MERCEDES-BENZ GLK350,3.5,6.0,Auto-7,2WD,Gasoline,SUV,7.0,16,22,18,4.0,no
MERCEDES-BENZ GLK350 4Matic,3.5,6.0,Auto-7,4WD,Gasoline,SUV,9.0,16,21,18,4.0,no
MERCEDES-BENZ GLK350 4Matic,3.5,6.0,Auto-7,4WD,Gasoline,SUV,7.0,16,21,18,4.0,no
MERCEDES-BENZ ML350,3.5,6.0,Auto-7,2WD,Gasoline,SUV,7.0,16,21,18,4.0,no
MERCEDES-BENZ ML350,3.5,6.0,Auto-7,2WD,Gasoline,SUV,6.0,16,21,18,4.0,no
MERCEDES-BENZ ML350 4Matic,3.5,6.0,Auto-7,4WD,Gasoline,SUV,7.0,15,20,17,3.0,no
MERCEDES-BENZ ML350 4Matic,3.5,6.0,Auto-7,4WD,Gasoline,SUV,6.0,15,20,17,3.0,no
MERCEDES-BENZ ML350 Bluetec,3.0,6.0,Auto-7,4WD,Diesel,SUV,7.0,18,25,21,4.0,no
MERCEDES-BENZ ML350 Bluetec,3.0,6.0,Auto-7,4WD,Diesel,SUV,6.0,18,25,21,4.0,no
MERCEDES-BENZ ML450 Hybrid 4Matic,3.5,6.0,CVT,4WD,Gasoline,SUV,9.0,21,24,22,6.0,yes
MERCEDES-BENZ ML450 Hybrid 4Matic,3.5,6.0,CVT,4WD,Gasoline,SUV,7.0,21,24,22,6.0,yes
MERCEDES-BENZ ML550 4Matic,5.5,8.0,Auto-7,4WD,Gasoline,SUV,7.0,13,18,15,2.0,no
MERCEDES-BENZ ML550 4Matic,5.5,8.0,Auto-7,4WD,Gasoline,SUV,6.0,13,18,15,2.0,no
MERCEDES-BENZ ML63 AMG,6.3,8.0,Auto-7,4WD,Gasoline,SUV,6.0,11,15,12,0.0,no
MERCEDES-BENZ Maybach 57,5.5,12.0,Auto-5,2WD,Gasoline,large car,6.0,10,16,12,0.0,no
MERCEDES-BENZ Maybach 57 Zeppelin,6.0,12.0,Auto-5,2WD,Gasoline,large car,6.0,10,16,12,0.0,no
MERCEDES-BENZ Maybach 57S,6.0,12.0,Auto-5,2WD,Gasoline,large car,6.0,10,16,12,0.0,no
MERCEDES-BENZ R350 4Matic,3.5,6.0,Auto-7,4WD,Gasoline,SUV,7.0,14,19,16,3.0,no
MERCEDES-BENZ R350 4Matic,3.5,6.0,Auto-7,4WD,Gasoline,SUV,6.0,14,19,16,3.0,no
MERCEDES-BENZ R350 Bluetec,3.0,6.0,Auto-7,4WD,Diesel,SUV,7.0,18,24,20,4.0,no
MERCEDES-BENZ R350 Bluetec,3.0,6.0,Auto-7,4WD,Diesel,SUV,6.0,18,24,20,4.0,no
MERCEDES-BENZ S400 Hybrid,3.5,6.0,Auto-7,2WD,Gasoline,large car,9.0,19,25,21,5.0,no
MERCEDES-BENZ S400 Hybrid,3.5,6.0,Auto-7,2WD,Gasoline,large car,7.0,19,25,21,5.0,no
MERCEDES-BENZ S550,5.5,8.0,Auto-7,2WD,Gasoline,large car,7.0,15,23,18,4.0,no
MERCEDES-BENZ S550,5.5,8.0,Auto-7,2WD,Gasoline,large car,6.0,15,23,18,4.0,no
MERCEDES-BENZ S550 4Matic,5.5,8.0,Auto-7,4WD,Gasoline,large car,7.0,14,21,17,3.0,no
MERCEDES-BENZ S550 4Matic,5.5,8.0,Auto-7,4WD,Gasoline,large car,6.0,14,21,17,3.0,no
MERCEDES-BENZ S600,5.5,12.0,Auto-5,2WD,Gasoline,large car,6.0,11,17,13,0.0,no
MERCEDES-BENZ S63 AMG,6.3,8.0,Auto-7,2WD,Gasoline,large car,6.0,11,18,14,1.0,no
MERCEDES-BENZ S65 AMG,6.0,12.0,Auto-5,2WD,Gasoline,large car,6.0,11,17,13,0.0,no
MERCEDES-BENZ SL550,5.5,8.0,Auto-7,2WD,Gasoline,small car,7.0,13,21,16,3.0,no
MERCEDES-BENZ SL550,5.5,8.0,Auto-7,2WD,Gasoline,small car,6.0,13,21,16,3.0,no
MERCEDES-BENZ SLK300,3.0,6.0,Auto-7,2WD,Gasoline,small car,7.0,19,26,21,5.0,no
MERCEDES-BENZ SLK300,3.0,6.0,Man-6,2WD,Gasoline,small car,7.0,18,26,21,5.0,no
MERCEDES-BENZ SLK300,3.0,6.0,Man-6,2WD,Gasoline,small car,6.0,18,26,21,5.0,no
MERCEDES-BENZ SLK350,3.5,6.0,Auto-7,2WD,Gasoline,small car,7.0,18,25,20,5.0,no
MERCEDES-BENZ SLK350,3.5,6.0,Man-6,2WD,Gasoline,small car,7.0,17,25,20,5.0,no
MERCEDES-BENZ SLK350,3.5,6.0,Man-6,2WD,Gasoline,small car,6.0,17,25,20,5.0,no
MERCEDES-BENZ SLK55 AMG,5.5,8.0,Auto-7,2WD,Gasoline,small car,6.0,14,22,17,3.0,no
MERCURY Mariner,2.5,4.0,Auto-6,2WD,Gasoline,SUV,7.0,21,28,23,6.0,yes
MERCURY Mariner,2.5,4.0,Auto-6,4WD,Gasoline,SUV,7.0,20,26,22,6.0,yes
MERCURY Mariner,2.5,4.0,Auto-6,2WD,Gasoline,SUV,6.0,21,28,23,6.0,no
MERCURY Mariner,2.5,4.0,Auto-6,4WD,Gasoline,SUV,6.0,20,26,22,6.0,no
MERCURY Mariner FFV,3.0,6.0,Auto-6,4WD,Gasoline,SUV,7.0,18,23,20,5.0,no
MERCURY Mariner Hybrid,2.5,4.0,CVT,2WD,Gasoline,SUV,9.0,34,31,32,9.0,yes
MERCURY Mariner Hybrid,2.5,4.0,CVT,4WD,Gasoline,SUV,9.0,30,27,29,8.0,yes
MERCURY Mariner Hybrid,2.5,4.0,CVT,2WD,Gasoline,SUV,8.0,34,31,32,9.0,yes
MERCURY Mariner Hybrid,2.5,4.0,CVT,4WD,Gasoline,SUV,8.0,30,27,29,8.0,yes
MERCURY Milan,2.5,4.0,Man-6,2WD,Gasoline,midsize car,7.0,22,29,24,7.0,yes
MERCURY Milan,2.5,4.0,Auto-6,2WD,Gasoline,midsize car,7.0,22,31,25,7.0,yes
MERCURY Milan,2.5,4.0,Man-6,2WD,Gasoline,midsize car,6.0,22,29,24,7.0,yes
MERCURY Milan,2.5,4.0,Auto-6,2WD,Gasoline,midsize car,6.0,22,31,25,7.0,yes
