model,displ,cyl,trans,drive,fuel,cert_region,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,displ_level,cyl_level,air_pollution_score_level,city_mpg_level,hwy_mpg_level,cmb_mpg_level,greenhouse_gas_score_level
MERCEDES-BENZ ML550 4Matic,5.5,8.0,Auto-7,4WD,Gasoline,CA,SUV,7.0,13,18,15,2.0,no,high,mod_high,mod_high,low,low,low,low
MERCEDES-BENZ ML550 4Matic,5.5,8.0,Auto-7,4WD,Gasoline,FA,SUV,6.0,13,18,15,2.0,no,high,mod_high,mod_high,low,low,low,low
MERCEDES-BENZ ML63 AMG,6.3,8.0,Auto-7,4WD,Gasoline,FA,SUV,6.0,11,15,12,0.0,no,high,mod_high,mod_high,low,low,low,low
MERCEDES-BENZ ML63 AMG,6.3,8.0,Auto-7,4WD,Gasoline,CA,SUV,6.0,11,15,12,0.0,no,high,mod_high,mod_high,low,low,low,low
MERCEDES-BENZ Maybach 57,5.5,12.0,Auto-5,2WD,Gasoline,FA,large car,6.0,10,16,12,0.0,no,high,high,mod_high,low,low,low,low
MERCEDES-BENZ Maybach 57,5.5,12.0,Auto-5,2WD,Gasoline,CA,large car,6.0,10,16,12,0.0,no,high,high,mod_high,low,low,low,low
MERCEDES-BENZ Maybach 57 Zeppelin,6.0,12.0,Auto-5,2WD,Gasoline,FA,large car,6.0,10,16,12,0.0,no,high,high,mod_high,low,low,low,low
MERCEDES-BENZ Maybach 57 Zeppelin,6.0,12.0,Auto-5,2WD,Gasoline,CA,large car,6.0,10,16,12,0.0,no,high,high,mod_high,low,low,low,low
MERCEDES-BENZ Maybach 57S,6.0,12.0,Auto-5,2WD,Gasoline,FA,large car,6.0,10,16,12,0.0,no,high,high,mod_high,low,low,low,low
MERCEDES-BENZ Maybach 57S,6.0,12.0,Auto-5,2WD,Gasoline,CA,large car,6.0,10,16,12,0.0,no,high,high,mod_high,low,low,low,low
MERCEDES-BENZ R350 4Matic,3.5,6.0,Auto-7,4WD,Gasoline,CA,SUV,7.0,14,19,16,3.0,no,mod_high,mod_high,mod_high,low,low,low,low
MERCEDES-BENZ R350 4Matic,3.5,6.0,Auto-7,4WD,Gasoline,FA,SUV,6.0,14,19,16,3.0,no,mod_high,mod_high,mod_high,low,low,low,low
MERCEDES-BENZ R350 Bluetec,3.0,6.0,Auto-7,4WD,Diesel,CA,SUV,7.0,18,24,20,4.0,no,medium,mod_high,mod_high,mod_high,medium,mod_high,medium
MERCEDES-BENZ R350 Bluetec,3.0,6.0,Auto-7,4WD,Diesel,FA,SUV,6.0,18,24,20,4.0,no,medium,mod_high,mod_high,mod_high,medium,mod_high,medium
MERCEDES-BENZ S400 Hybrid,3.5,6.0,Auto-7,2WD,Gasoline,CA,large car,9.0,19,25,21,5.0,no,mod_high,mod_high,high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ S400 Hybrid,3.5,6.0,Auto-7,2WD,Gasoline,FA,large car,7.0,19,25,21,5.0,no,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ S550,5.5,8.0,Auto-7,2WD,Gasoline,CA,large car,7.0,15,23,18,4.0,no,high,mod_high,mod_high,medium,medium,medium,medium
MERCEDES-BENZ S550,5.5,8.0,Auto-7,2WD,Gasoline,FA,large car,6.0,15,23,18,4.0,no,high,mod_high,mod_high,medium,medium,medium,medium
MERCEDES-BENZ S550 4Matic,5.5,8.0,Auto-7,4WD,Gasoline,CA,large car,7.0,14,21,17,3.0,no,high,mod_high,mod_high,low,medium,medium,low
MERCEDES-BENZ S550 4Matic,5.5,8.0,Auto-7,4WD,Gasoline,FA,large car,6.0,14,21,17,3.0,no,high,mod_high,mod_high,low,medium,medium,low
MERCEDES-BENZ S600,5.5,12.0,Auto-5,2WD,Gasoline,FA,large car,6.0,11,17,13,0.0,no,high,high,mod_high,low,low,low,low
MERCEDES-BENZ S600,5.5,12.0,Auto-5,2WD,Gasoline,CA,large car,6.0,11,17,13,0.0,no,high,high,mod_high,low,low,low,low
MERCEDES-BENZ S63 AMG,6.3,8.0,Auto-7,2WD,Gasoline,FA,large car,6.0,11,18,14,1.0,no,high,mod_high,mod_high,low,low,low,low
MERCEDES-BENZ S63 AMG,6.3,8.0,Auto-7,2WD,Gasoline,CA,large car,6.0,11,18,14,1.0,no,high,mod_high,mod_high,low,low,low,low
MERCEDES-BENZ S65 AMG,6.0,12.0,Auto-5,2WD,Gasoline,FA,large car,6.0,11,17,13,0.0,no,high,high,mod_high,low,low,low,low
MERCEDES-BENZ S65 AMG,6.0,12.0,Auto-5,2WD,Gasoline,CA,large car,6.0,11,17,13,0.0,no,high,high,mod_high,low,low,low,low
MERCEDES-BENZ SL550,5.5,8.0,Auto-7,2WD,Gasoline,CA,small car,7.0,13,21,16,3.0,no,high,mod_high,mod_high,low,medium,low,low
MERCEDES-BENZ SL550,5.5,8.0,Auto-7,2WD,Gasoline,FA,small car,6.0,13,21,16,3.0,no,high,mod_high,mod_high,low,medium,low,low
MERCEDES-BENZ SLK300,3.0,6.0,Auto-7,2WD,Gasoline,FC,small car,7.0,19,26,21,5.0,no,medium,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ SLK300,3.0,6.0,Man-6,2WD,Gasoline,CA,small car,7.0,18,26,21,5.0,no,medium,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ SLK300,3.0,6.0,Man-6,2WD,Gasoline,FA,small car,6.0,18,26,21,5.0,no,medium,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ SLK350,3.5,6.0,Auto-7,2WD,Gasoline,FC,small car,7.0,18,25,20,5.0,no,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
MERCEDES-BENZ SLK350,3.5,6.0,Man-6,2WD,Gasoline,CA,small car,7.0,17,25,20,5.0,no,mod_high,mod_high,mod_high,medium,mod_high,mod_high,mod_high
MERCEDES-BENZ SLK350,3.5,6.0,Man-6,2WD,Gasoline,FA,small car,6.0,17,25,20,5.0,no,mod_high,mod_high,mod_high,medium,mod_high,mod_high,mod_high
MERCEDES-BENZ SLK55 AMG,5.5,8.0,Auto-7,2WD,Gasoline,FA,small car,6.0,14,22,17,3.0,no,high,mod_high,mod_high,low,medium,medium,low
MERCEDES-BENZ SLK55 AMG,5.5,8.0,Auto-7,2WD,Gasoline,CA,small car,6.0,14,22,17,3.0,no,high,mod_high,mod_high,low,medium,medium,low
MERCURY Mariner,2.5,4.0,Auto-6,2WD,Gasoline,CA,SUV,7.0,21,28,23,6.0,yes,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCURY Mariner,2.5,4.0,Auto-6,4WD,Gasoline,CA,SUV,7.0,20,26,22,6.0,yes,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCURY Mariner,2.5,4.0,Auto-6,2WD,Gasoline,FA,SUV,6.0,21,28,23,6.0,no,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCURY Mariner,2.5,4.0,Auto-6,4WD,Gasoline,FA,SUV,6.0,20,26,22,6.0,no,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MERCURY Mariner FFV,3.0,6.0,Auto-6,4WD,Gasoline,FC,SUV,7.0,18,23,20,5.0,no,medium,mod_high,mod_high,mod_high,medium,mod_high,mod_high
MERCURY Mariner Hybrid,2.5,4.0,CVT,2WD,Gasoline,CA,SUV,9.0,34,31,32,9.0,yes,medium,medium,high,high,high,high,high
MERCURY Mariner Hybrid,2.5,4.0,CVT,4WD,Gasoline,CA,SUV,9.0,30,27,29,8.0,yes,medium,medium,high,high,mod_high,high,high
MERCURY Mariner Hybrid,2.5,4.0,CVT,2WD,Gasoline,FA,SUV,8.0,34,31,32,9.0,yes,medium,medium,high,high,high,high,high
MERCURY Mariner Hybrid,2.5,4.0,CVT,4WD,Gasoline,FA,SUV,8.0,30,27,29,8.0,yes,medium,medium,high,high,mod_high,high,high
MERCURY Milan,2.5,4.0,Man-6,2WD,Gasoline,CA,midsize car,7.0,22,29,24,7.0,yes,medium,medium,mod_high,high,high,mod_high,mod_high
MERCURY Milan,2.5,4.0,Auto-6,2WD,Gasoline,CA,midsize car,7.0,22,31,25,7.0,yes,medium,medium,mod_high,high,high,high,mod_high
MERCURY Milan,2.5,4.0,Man-6,2WD,Gasoline,FA,midsize car,6.0,22,29,24,7.0,yes,medium,medium,mod_high,high,high,mod_high,mod_high
MERCURY Milan,2.5,4.0,Auto-6,2WD,Gasoline,FA,midsize car,6.0,22,31,25,7.0,yes,medium,medium,mod_high,high,high,high,mod_high
MERCURY Milan Hybrid,2.5,4.0,CVT,2WD,Gasoline,CA,midsize car,9.0,41,36,39,10.0,yes,medium,medium,high,high,high,high,high
MERCURY Milan Hybrid,2.5,4.0,CVT,2WD,Gasoline,FA,midsize car,8.0,41,36,39,10.0,yes,medium,medium,high,high,high,high,high
MERCURY Milan S,2.5,4.0,Man-6,2WD,Gasoline,CA,midsize car,7.0,22,31,25,7.0,yes,medium,medium,mod_high,high,high,high,mod_high
MERCURY Milan S,2.5,4.0,Auto-6,2WD,Gasoline,CA,midsize car,7.0,23,34,27,7.0,yes,medium,medium,mod_high,high,high,high,mod_high
MERCURY Milan S,2.5,4.0,Man-6,2WD,Gasoline,FA,midsize car,6.0,22,31,25,7.0,yes,medium,medium,mod_high,high,high,high,mod_high
MERCURY Milan S,2.5,4.0,Auto-6,2WD,Gasoline,FA,midsize car,6.0,23,34,27,7.0,yes,medium,medium,mod_high,high,high,high,mod_high
MERCURY Mountaineer,4.0,6.0,Auto-5,2WD,Gasoline,FC,SUV,7.0,14,20,16,3.0,no,mod_high,mod_high,mod_high,low,low,low,low
MERCURY Mountaineer,4.6,8.0,Auto-6,2WD,Gasoline,FC,SUV,7.0,15,21,17,3.0,no,high,mod_high,mod_high,medium,medium,medium,low
MINI Clubman,1.6,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,7.0,25,33,28,8.0,yes,low,medium,mod_high,high,high,high,high
MINI Clubman,1.6,4.0,Man-6,2WD,Gasoline,CA,small car,7.0,28,36,31,8.0,yes,low,medium,mod_high,high,high,high,high
MINI Clubman,1.6,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,6.0,25,33,28,8.0,yes,low,medium,mod_high,high,high,high,high
MINI Clubman,1.6,4.0,Man-6,2WD,Gasoline,FA,small car,6.0,28,36,31,8.0,yes,low,medium,mod_high,high,high,high,high
MINI Clubman S,1.6,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,7.0,24,32,27,7.0,yes,low,medium,mod_high,high,high,high,mod_high
MINI Clubman S,1.6,4.0,Man-6,2WD,Gasoline,CA,small car,7.0,26,34,29,8.0,yes,low,medium,mod_high,high,high,high,high
MINI Clubman S,1.6,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,6.0,24,32,27,7.0,yes,low,medium,mod_high,high,high,high,mod_high
MINI Clubman S,1.6,4.0,Man-6,2WD,Gasoline,FA,small car,6.0,26,34,29,8.0,yes,low,medium,mod_high,high,high,high,high
MINI Convertible,1.6,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,7.0,25,33,28,8.0,yes,low,medium,mod_high,high,high,high,high
MINI Convertible,1.6,4.0,Man-6,2WD,Gasoline,CA,small car,7.0,28,36,31,8.0,yes,low,medium,mod_high,high,high,high,high
MINI Convertible,1.6,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,6.0,25,33,28,8.0,yes,low,medium,mod_high,high,high,high,high
MINI Convertible,1.6,4.0,Man-6,2WD,Gasoline,FA,small car,6.0,28,36,31,8.0,yes,low,medium,mod_high,high,high,high,high
MINI Cooper,1.6,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,7.0,25,33,28,8.0,yes,low,medium,mod_high,high,high,high,high
MINI Cooper,1.6,4.0,Man-6,2WD,Gasoline,CA,small car,7.0,28,37,32,9.0,yes,low,medium,mod_high,high,high,high,high
MINI Cooper,1.6,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,6.0,25,33,28,8.0,yes,low,medium,mod_high,high,high,high,high
MINI Cooper,1.6,4.0,Man-6,2WD,Gasoline,FA,small car,6.0,28,37,32,9.0,yes,low,medium,mod_high,high,high,high,high
MINI Cooper S,1.6,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,7.0,24,32,27,7.0,yes,low,medium,mod_high,high,high,high,mod_high
MINI Cooper S,1.6,4.0,Man-6,2WD,Gasoline,CA,small car,7.0,26,34,29,8.0,yes,low,medium,mod_high,high,high,high,high
MINI Cooper S,1.6,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,6.0,24,32,27,7.0,yes,low,medium,mod_high,high,high,high,mod_high
MINI Cooper S,1.6,4.0,Man-6,2WD,Gasoline,FA,small car,6.0,26,34,29,8.0,yes,low,medium,mod_high,high,high,high,high
MINI Cooper S Convertible,1.6,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,7.0,24,32,27,7.0,yes,low,medium,mod_high,high,high,high,mod_high
MINI Cooper S Convertible,1.6,4.0,Man-6,2WD,Gasoline,CA,small car,7.0,26,34,29,8.0,yes,low,medium,mod_high,high,high,high,high
MINI Cooper S Convertible,1.6,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,6.0,24,32,27,7.0,yes,low,medium,mod_high,high,high,high,mod_high
MINI Cooper S Convertible,1.6,4.0,Man-6,2WD,Gasoline,FA,small car,6.0,26,34,29,8.0,yes,low,medium,mod_high,high,high,high,high
MINI John Cooper Works,1.6,4.0,Man-6,2WD,Gasoline,FA,small car,6.0,25,33,28,8.0,yes,low,medium,mod_high,high,high,high,high
MINI John Cooper Works,1.6,4.0,Man-6,2WD,Gasoline,CA,small car,6.0,25,33,28,8.0,yes,low,medium,mod_high,high,high,high,high
MINI John Cooper Works Clubman,1.6,4.0,Man-6,2WD,Gasoline,FA,small car,6.0,25,33,28,8.0,yes,low,medium,mod_high,high,high,high,high
MINI John Cooper Works Clubman,1.6,4.0,Man-6,2WD,Gasoline,CA,small car,6.0,25,33,28,8.0,yes,low,medium,mod_high,high,high,high,high
MINI John Cooper Works Conv,1.6,4.0,Man-6,2WD,Gasoline,FA,small car,6.0,25,33,28,8.0,yes,low,medium,mod_high,high,high,high,high
MINI John Cooper Works Conv,1.6,4.0,Man-6,2WD,Gasoline,CA,small car,6.0,25,33,28,8.0,yes,low,medium,mod_high,high,high,high,high
MITSUBISHI Eclipse,2.4,4.0,SemiAuto-4,2WD,Gasoline,CA,small car,7.0,20,27,23,6.0,yes,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MITSUBISHI Eclipse,2.4,4.0,Man-5,2WD,Gasoline,CA,small car,7.0,20,28,23,6.0,yes,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MITSUBISHI Eclipse,2.4,4.0,SemiAuto-4,2WD,Gasoline,FA,small car,6.0,20,27,23,6.0,no,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MITSUBISHI Eclipse,2.4,4.0,Man-5,2WD,Gasoline,FA,small car,6.0,20,28,23,6.0,no,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MITSUBISHI Eclipse,3.8,6.0,SemiAuto-5,2WD,Gasoline,FA,small car,6.0,16,24,19,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
MITSUBISHI Eclipse,3.8,6.0,Man-6,2WD,Gasoline,FA,small car,6.0,16,25,19,4.0,no,mod_high,mod_high,mod_high,medium,mod_high,medium,medium
MITSUBISHI Eclipse,3.8,6.0,SemiAuto-5,2WD,Gasoline,CA,small car,6.0,16,24,19,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
MITSUBISHI Eclipse,3.8,6.0,Man-6,2WD,Gasoline,CA,small car,6.0,16,25,19,4.0,no,mod_high,mod_high,mod_high,medium,mod_high,medium,medium
MITSUBISHI Eclipse Spyder,2.4,4.0,SemiAuto-4,2WD,Gasoline,CA,small car,7.0,19,26,22,6.0,yes,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MITSUBISHI Eclipse Spyder,2.4,4.0,SemiAuto-4,2WD,Gasoline,FA,small car,6.0,19,26,22,6.0,no,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MITSUBISHI Eclipse Spyder,3.8,6.0,SemiAuto-5,2WD,Gasoline,FA,small car,6.0,16,24,19,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
MITSUBISHI Eclipse Spyder,3.8,6.0,SemiAuto-5,2WD,Gasoline,CA,small car,6.0,16,24,19,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
MITSUBISHI Endeavor,3.8,6.0,SemiAuto-4,2WD,Gasoline,FA,SUV,6.0,15,21,18,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
MITSUBISHI Endeavor,3.8,6.0,SemiAuto-4,4WD,Gasoline,FA,SUV,6.0,15,19,17,3.0,no,mod_high,mod_high,mod_high,medium,low,medium,low
MITSUBISHI Endeavor,3.8,6.0,SemiAuto-4,2WD,Gasoline,CA,SUV,6.0,15,21,18,4.0,no,mod_high,mod_high,mod_high,medium,medium,medium,medium
MITSUBISHI Endeavor,3.8,6.0,SemiAuto-4,4WD,Gasoline,CA,SUV,6.0,15,19,17,3.0,no,mod_high,mod_high,mod_high,medium,low,medium,low
MITSUBISHI Galant,2.4,4.0,SemiAuto-4,2WD,Gasoline,CA,midsize car,9.0,21,30,24,7.0,yes,medium,medium,high,mod_high,high,mod_high,mod_high
MITSUBISHI Galant,2.4,4.0,SemiAuto-4,2WD,Gasoline,FA,midsize car,6.0,21,30,24,7.0,yes,medium,medium,mod_high,mod_high,high,mod_high,mod_high
MITSUBISHI Galant,2.4,4.0,SemiAuto-4,2WD,Gasoline,CA,midsize car,6.0,21,30,24,7.0,yes,medium,medium,mod_high,mod_high,high,mod_high,mod_high
MITSUBISHI Lancer,2.0,4.0,Man-5,2WD,Gasoline,CA,small car,9.0,22,31,25,7.0,yes,low,medium,high,high,high,high,mod_high
MITSUBISHI Lancer,2.0,4.0,Other-1,2WD,Gasoline,CA,small car,9.0,23,30,26,7.0,yes,low,medium,high,high,high,high,mod_high
MITSUBISHI Lancer,2.4,4.0,Man-5,2WD,Gasoline,CA,small car,9.0,20,28,23,6.0,yes,medium,medium,high,mod_high,mod_high,mod_high,mod_high
MITSUBISHI Lancer,2.4,4.0,Other-1,2WD,Gasoline,CA,small car,9.0,22,29,25,7.0,yes,medium,medium,high,high,high,high,mod_high
MITSUBISHI Lancer,2.0,4.0,AutoMan-6,4WD,Gasoline,FA,small car,6.0,17,25,20,5.0,no,low,medium,mod_high,medium,mod_high,mod_high,mod_high
MITSUBISHI Lancer,2.0,4.0,Man-5,2WD,Gasoline,FA,small car,6.0,22,31,25,7.0,yes,low,medium,mod_high,high,high,high,mod_high
MITSUBISHI Lancer,2.0,4.0,Other-1,2WD,Gasoline,FA,small car,6.0,23,30,26,7.0,yes,low,medium,mod_high,high,high,high,mod_high
MITSUBISHI Lancer,2.0,4.0,AutoMan-6,4WD,Gasoline,CA,small car,6.0,17,25,20,5.0,no,low,medium,mod_high,medium,mod_high,mod_high,mod_high
MITSUBISHI Lancer,2.0,4.0,Man-5,2WD,Gasoline,CA,small car,6.0,22,31,25,7.0,yes,low,medium,mod_high,high,high,high,mod_high
MITSUBISHI Lancer,2.0,4.0,Other-1,2WD,Gasoline,CA,small car,6.0,23,30,26,7.0,yes,low,medium,mod_high,high,high,high,mod_high
MITSUBISHI Lancer,2.4,4.0,Man-5,2WD,Gasoline,FA,small car,6.0,20,28,23,6.0,no,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MITSUBISHI Lancer,2.4,4.0,Other-1,2WD,Gasoline,FA,small car,6.0,22,29,25,7.0,yes,medium,medium,mod_high,high,high,high,mod_high
MITSUBISHI Lancer,2.4,4.0,Man-5,2WD,Gasoline,CA,small car,6.0,20,28,23,6.0,no,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MITSUBISHI Lancer,2.4,4.0,Other-1,2WD,Gasoline,CA,small car,6.0,22,29,25,7.0,yes,medium,medium,mod_high,high,high,high,mod_high
MITSUBISHI Lancer Evolution,2.0,4.0,Man-5,4WD,Gasoline,FA,small car,6.0,16,22,18,4.0,no,low,medium,mod_high,medium,medium,medium,medium
MITSUBISHI Lancer Evolution,2.0,4.0,AutoMan-6,4WD,Gasoline,FA,small car,6.0,17,22,19,4.0,no,low,medium,mod_high,medium,medium,medium,medium
MITSUBISHI Lancer Evolution,2.0,4.0,Man-5,4WD,Gasoline,CA,small car,6.0,16,22,18,4.0,no,low,medium,mod_high,medium,medium,medium,medium
MITSUBISHI Lancer Evolution,2.0,4.0,AutoMan-6,4WD,Gasoline,CA,small car,6.0,17,22,19,4.0,no,low,medium,mod_high,medium,medium,medium,medium
MITSUBISHI Lancer Sportback,2.4,4.0,Man-5,2WD,Gasoline,CA,station wagon,9.0,20,27,22,6.0,yes,medium,medium,high,mod_high,mod_high,mod_high,mod_high
MITSUBISHI Lancer Sportback,2.4,4.0,Other-1,2WD,Gasoline,CA,station wagon,9.0,21,27,23,6.0,yes,medium,medium,high,mod_high,mod_high,mod_high,mod_high
MITSUBISHI Lancer Sportback,2.0,4.0,AutoMan-6,4WD,Gasoline,FA,station wagon,6.0,17,25,20,5.0,no,low,medium,mod_high,medium,mod_high,mod_high,mod_high
MITSUBISHI Lancer Sportback,2.0,4.0,AutoMan-6,4WD,Gasoline,CA,station wagon,6.0,17,25,20,5.0,no,low,medium,mod_high,medium,mod_high,mod_high,mod_high
MITSUBISHI Lancer Sportback,2.4,4.0,Man-5,2WD,Gasoline,FA,station wagon,6.0,20,27,22,6.0,no,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MITSUBISHI Lancer Sportback,2.4,4.0,Other-1,2WD,Gasoline,FA,station wagon,6.0,21,27,23,6.0,no,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MITSUBISHI Lancer Sportback,2.4,4.0,Man-5,2WD,Gasoline,CA,station wagon,6.0,20,27,22,6.0,no,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MITSUBISHI Lancer Sportback,2.4,4.0,Other-1,2WD,Gasoline,CA,station wagon,6.0,21,27,23,6.0,no,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MITSUBISHI Outlander,2.4,4.0,Other-1,2WD,Gasoline,CA,SUV,9.0,21,27,24,7.0,yes,medium,medium,high,mod_high,mod_high,mod_high,mod_high
MITSUBISHI Outlander,3.0,6.0,SemiAuto-6,2WD,Gasoline,CA,SUV,7.0,19,25,21,5.0,no,medium,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
MITSUBISHI Outlander,3.0,6.0,SemiAuto-6,4WD,Gasoline,CA,SUV,7.0,18,24,20,5.0,no,medium,mod_high,mod_high,mod_high,medium,mod_high,mod_high
MITSUBISHI Outlander,2.4,4.0,Other-1,2WD,Gasoline,FA,SUV,6.0,21,27,24,7.0,yes,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MITSUBISHI Outlander,2.4,4.0,Other-1,4WD,Gasoline,FA,SUV,6.0,21,25,22,6.0,no,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MITSUBISHI Outlander,2.4,4.0,Other-1,2WD,Gasoline,CA,SUV,6.0,21,27,24,7.0,yes,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MITSUBISHI Outlander,2.4,4.0,Other-1,4WD,Gasoline,CA,SUV,6.0,21,25,22,6.0,no,medium,medium,mod_high,mod_high,mod_high,mod_high,mod_high
MITSUBISHI Outlander,3.0,6.0,SemiAuto-6,2WD,Gasoline,FA,SUV,6.0,19,25,21,5.0,no,medium,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
MITSUBISHI Outlander,3.0,6.0,SemiAuto-6,4WD,Gasoline,FA,SUV,6.0,18,24,20,5.0,no,medium,mod_high,mod_high,mod_high,medium,mod_high,mod_high
MITSUBISHI Outlander,3.0,6.0,SemiAuto-6,2WD,Gasoline,CA,SUV,6.0,19,25,21,5.0,no,medium,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
MITSUBISHI Outlander,3.0,6.0,SemiAuto-6,4WD,Gasoline,CA,SUV,6.0,18,24,20,5.0,no,medium,mod_high,mod_high,mod_high,medium,mod_high,mod_high
NISSAN 370Z,3.7,6.0,Man-6,2WD,Gasoline,CA,small car,7.0,18,26,21,5.0,no,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
NISSAN 370Z,3.7,6.0,SemiAuto-7,2WD,Gasoline,CA,small car,7.0,19,26,22,6.0,yes,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
NISSAN 370Z,3.7,6.0,Man-6,2WD,Gasoline,FA,small car,6.0,18,26,21,5.0,no,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
NISSAN 370Z,3.7,6.0,SemiAuto-7,2WD,Gasoline,FA,small car,6.0,19,26,22,6.0,no,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
NISSAN 370Z Roadster,3.7,6.0,Man-6,2WD,Gasoline,CA,small car,7.0,18,25,20,5.0,no,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
NISSAN 370Z Roadster,3.7,6.0,SemiAuto-7,2WD,Gasoline,CA,small car,7.0,18,25,21,5.0,no,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
NISSAN 370Z Roadster,3.7,6.0,Man-6,2WD,Gasoline,FA,small car,6.0,18,25,20,5.0,no,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
NISSAN 370Z Roadster,3.7,6.0,SemiAuto-7,2WD,Gasoline,FA,small car,6.0,18,25,21,5.0,no,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
NISSAN Altima,2.5,4.0,CVT,2WD,Gasoline,CA,midsize car,9.0,23,32,27,7.0,yes,medium,medium,high,high,high,high,mod_high
NISSAN Altima,3.5,6.0,Man-6,2WD,Gasoline,CA,midsize car,7.0,18,27,21,5.0,no,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
NISSAN Altima,3.5,6.0,Other-1,2WD,Gasoline,CA,midsize car,7.0,20,27,23,6.0,yes,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
NISSAN Altima,2.5,4.0,CVT,2WD,Gasoline,FA,midsize car,6.0,23,32,27,7.0,yes,medium,medium,mod_high,high,high,high,mod_high
NISSAN Altima,2.5,4.0,CVT,2WD,Gasoline,CA,midsize car,6.0,23,32,27,7.0,yes,medium,medium,mod_high,high,high,high,mod_high
NISSAN Altima,3.5,6.0,Man-6,2WD,Gasoline,FA,midsize car,6.0,18,27,21,5.0,no,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
NISSAN Altima,3.5,6.0,Other-1,2WD,Gasoline,FA,midsize car,6.0,20,27,23,6.0,no,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
NISSAN Altima Coupe,2.5,4.0,Man-6,2WD,Gasoline,CA,small car,9.0,23,31,26,7.0,yes,medium,medium,high,high,high,high,mod_high
NISSAN Altima Coupe,2.5,4.0,Other-1,2WD,Gasoline,CA,small car,9.0,23,32,26,7.0,yes,medium,medium,high,high,high,high,mod_high
NISSAN Altima Coupe,3.5,6.0,Man-6,2WD,Gasoline,CA,small car,7.0,18,27,21,5.0,no,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high,mod_high
